x	xend	y	yend
-87.4965	-87.4872	32.7789	32.8279
-86.5429	-86.5122	32.7759	32.7857
-88.1932	-87.8924	34.1677	34.3226
-87.4509	-87.4545	30.3906	30.4012
-88.42	-88.361	31.881	31.926
-86.0423	-86.0463	33.9481	33.9577
-85.2938	-85.2633	33.0158	33.0836
-88.1814	-86.3491	33.2506	34.2831
-87.8856	-87.8434	31.3645	31.3954
-88.469	-88.467	31.927	31.927
-86.5048	-86.4308	34.99	34.99
-88.45	-88.403	31.447	31.473
-87.935	-86.7436	33.0297	33.6311
-88.1991	-88.1997	30.2463	30.2488
-85.3201	-85.3156	33.4214	33.4215
-87.3142	-87.2466	32.5519	32.5748
-86.866	-86.44	34.7554	34.85
-88.0564	-87.9181	34.9406	35.0055
-88.282	-88.27	31.551	31.559
-87.0097	-86.3628	34.0757	34.4935
-88.2463	-87.9816	32.0297	32.1197
-86.5478	-86.4059	32.6203	32.7019
-86.2005	-86.1761	34.375	34.442
-86.2996	-85.992	32.7438	32.9902
-85.9784	-85.5241	34.3907	34.7661
-87.1229	-87.1219	32.9053	32.9053
-85.6566	-84.66	32.5369	32.83
-86.297	-86.1995	34.3836	34.4426
-87.761	-87.739	30.5341	30.557
-86.6226	-86.4916	34.8004	34.8233
-86.9172	-86.7006	34.6655	34.7797
-86.9742	-86.9307	32.8692	32.8796
-87.038	-86.9781	34.8454	34.8712
-85.9814	-85.5799	34.6208	34.8431
-86.9189	-86.9042	34.2846	34.2968
-86.3935	-86.329	34.2798	34.3273
-88.253	-88.232	31.096	31.097
-86.607	-86.586	33.1828	33.2027
-85.909	-85.5	34.7948	35.07
-88.0564	-87.9086	34.9406	35.0081
-86.9206	-86.8844	32.4232	32.4304
-88.1479	-86.365	34.1043	34.9915
-88.1479	-86.1511	34.1043	35.0857
-88.3584	-88.1835	32.837	32.8917
-87.152	-87.018	31.708	31.755
-88.2403	-88.1299	32.9947	33.0604
-86.2845	-86.2416	34.4226	34.4411
-86.9194	-86.9161	33.1223	33.1223
-87.1783	-87.1582	34.7803	34.7885
-86.7773	-86.7534	34.8138	34.8197
-86.3133	-86.3073	32.7216	32.7225
-87.152	-87.0254	34.7704	34.7719
-88.1098	-88.1261	30.4527	30.4769
-86.4911	-86.4298	34.8653	34.8723
-87.0329	-86.9617	34.7307	34.7363
-86.8329	-86.7471	32.3882	32.5132
-86.2613	-86.2564	34.4901	34.4923
-85.6566	-85.1173	32.5369	32.697
-87.4922	-87.3605	32.8478	32.9047
-85.9814	-85.2666	34.6208	34.9531
-85.909	-85.6377	34.7948	34.9854
-87.0081	-86.9274	33.1169	33.156
-88.4327	-87.5242	32.2143	32.4714
-88.2169	-88.204	30.5607	30.5679
-88.37	-88.368	30.547	30.549
-86.7894	-86.7369	34.7855	34.7971
-86.3088	-86.2486	34.2575	34.3231
-85.5835	-85.5496	34.6004	34.6519
-87.416	-87.385	34.8808	34.8911
-85.3688	-85.2916	32.9719	33.0114
-86.2212	-86.2152	33.354	33.3548
