x	xend	y	yend
-87.68	-87.68	34.6	34.6
-86.83	-86.78	34.17	34.2
-85.82	-85.78	33.75	33.75
-87.7	-87.52	30.3	30.37
-87.9	-87.9	33.7	33.7
-85.42	-85.37	31.3	31.35
-86.5	-86.5	31.3	31.3
-112.48	-112.48	34.55	34.55
-91.9	-91.9	34.78	34.78
-92.2	-92.2	35.2	35.2
-93.88	-93.75	36.15	36.12
-118.3	-118.3	33.87	33.87
-103.23	-103.23	37.82	37.82
-102.4	-102.4	39.2	39.2
-103.2	-103.2	37.83	37.83
-104.08	-104.08	40.02	40.02
-102.15	-102.15	38.03	38.03
-102.25	-102.25	38.1	38.1
-103.62	-103.62	37.98	37.98
-104.05	-104.05	40.02	40.02
-102.87	-102.65	37.5	37.53
-102.22	-102.17	38.08	38.12
-104.07	-104.07	39.98	39.98
-104.07	-104.07	37.1	37.1
-103.63	-103.63	38.02	38.02
-102.72	-102.67	40.23	40.25
-103.22	-103.22	40.12	40.12
-103.27	-103.27	40.8	40.8
-103.27	-103.27	39.03	39.03
-104.87	-104.87	38.97	38.97
-104.38	-104.38	38.98	38.98
-104.03	-104.03	37.05	37.05
-103.87	-103.87	39.27	39.27
-102.2	-102.2	37	37.33
-102.53	-102.53	37.4	37.4
-102.38	-102.38	40.93	40.93
-102.35	-102.35	40.98	40.98
-73.08	-73.08	41.77	41.77
-73.12	-72.88	41.55	41.6
-87.05	-86.97	30.62	30.65
-80.33	-80.33	27.45	27.45
-85.73	-85.73	30.18	30.18
-81.83	-81.83	26.4	26.4
-80.43	-80.43	26.15	26.15
-82.6	-82.6	30.4	30.4
-87.33	-87.33	30.5	30.5
-80.4	-80.4	25.92	25.92
-87.1	-87	30.62	30.67
-86.5	-86.5	30.5	30.5
-81.3	-81.3	29.9	29.9
-86.5	-86.5	30.37	30.37
-81.87	-81.82	29.17	29.18
-83.5	-82.47	31.45	31.53
-82.4	-82.33	31.6	31.65
-111.8	-111.8	43.7	43.7
-116.8	-116.6	46.4	46.4
-89.65	-89.55	41.8	41.72
-90.17	-90.17	41.18	41.18
-89.65	-89.55	41.8	41.72
-87.98	-87.85	40.18	40.22
-90.47	-90.47	41.43	41.43
-90.45	-90.37	39.27	39.32
-90.15	-90.15	41.42	41.42
-90.33	-90.33	41.22	41.22
-89.85	-89.85	39.88	39.88
-87.2	-87.2	41.2	41.2
-87.45	-87.03	38.87	38.67
-86.52	-85.82	41.67	41.77
-87.03	-87.03	41.3	41.3
-86.88	-86.88	40.68	40.68
-87.42	-87.13	41.53	41.58
-86.48	-86.45	40.08	40.13
-86.27	-86.27	39.53	39.53
-86.08	-86.08	40.75	40.75
-87.47	-87.47	40.78	40.78
-85.35	-85.35	39.92	39.92
-93.9	-93.82	42.07	42.12
-93.3	-93.3	41.9	41.9
-95.1	-95.1	43.4	43.4
-92.78	-92.78	41.87	41.87
-93.2	-93.05	41.17	41.3
-95.47	-95.53	41.6	41.63
-91.53	-91.47	41.65	41.7
-95.9	-95.85	42.1	42.13
-101.98	-101.75	38.02	38.15
-101.48	-101.48	39.78	39.78
-95.9	-95.78	38.83	38.93
-95.38	-95.38	39.03	39.03
-101.47	-101.47	37.98	37.98
-101.87	-101.55	39.35	39.27
-95.53	-95.53	39.3	39.3
-96.12	-96.08	38.33	38.38
-101.35	-101.3	39	39
-96.47	-96.47	38.02	38.02
-96.17	-96.17	38.47	38.47
-100.67	-100.52	38.22	38.3
-97.67	-97.33	38.03	38.05
-97.3	-97.23	39.5	39.55
-100.72	-100.52	38.25	38.33
-100.8	-100.8	39.82	39.82
-96.48	-96.47	38.1	38.07
-95	-95	39.23	39.23
-100.72	-100.2	38.13	38.43
-101.78	-101.78	37.98	38.17
-94.75	-94.75	37.45	37.45
-98.07	-98.07	37.98	37.98
-101.52	-101.52	39.48	39.48
-98.18	-98.18	38.05	38.05
-95.63	-95.63	39.8	39.8
-96.03	-96.03	38.58	38.58
-98.15	-98.15	39.83	39.83
-98.1	-98.1	38.15	38.15
-101.22	-101.22	37.17	37.17
-95.43	-95.43	39.68	39.68
-95.6	-95.6	39.7	39.8
-95.57	-95.57	39.18	39.18
-94.97	-94.95	39.9	39.92
-99.08	-99.08	37.43	37.8
-95.72	-95.72	39.28	39.28
-94.97	-94.95	39.9	39.88
-95.33	-95.33	38.8	38.8
-95.25	-95.18	38.78	38.75
-95.55	-95.55	39.17	39.17
-95.4	-95.4	38.78	38.78
-95.53	-95.53	39.17	39.17
-95.78	-95.67	39.52	39.38
-89.18	-89.18	36.57	36.57
-87.9	-87.9	37.78	37.78
-91.55	-91.35	32.92	32.67
-90.45	-90.4	30.83	30.87
-70.7	-70.47	43.88	43.9
-69.6	-69.63	45.03	45.03
-75.75	-75.75	38.52	38.52
-70.9	-70.83	42.5	42.5
-71.97	-71.9	42.13	42.08
-84.57	-84.57	42.72	42.72
-83.55	-83.55	42.15	42.15
-96.77	-96.77	47.22	47.22
-96.77	-96.77	47.22	47.22
-92.47	-92.47	43.87	43.87
-93.23	-93.23	43.97	44.08
-95.98	-95.98	44.57	44.57
