x	xend	y	yend
-86.33	-86.33	33.72	33.72
-86.45	-86.45	31.23	31.23
-87.8	-86.6	33.77	34.15
-86.58	-86.58	34.87	34.87
-86.65	-86.65	34.25	34.25
-85.63	-85.47	34.12	34.15
-87.23	-86.97	33.32	33.4
-86.52	-86.33	33.9	33.92
-88.25	-88.25	30.78	30.78
-88.28	-88.22	33.48	33.48
-87.15	-87.08	33.7	33.73
-86.25	-86.2	33.95	33.95
-86.57	-86.57	34.83	34.83
-87.18	-87.18	31.33	31.33
-87.53	-87.45	33.62	33.65
-86.45	-86.28	34.25	34.25
-88.25	-88.15	33.5	33.57
-88.28	-88.25	33.4	33.4
-87.88	-87.88	30.42	30.42
-86.75	-86.75	31.63	31.63
-88.32	-88.32	30.68	30.68
-85.35	-84.88	31.35	31.47
-87.87	-87.87	31.97	31.97
-87.68	-87.68	30.28	30.28
-87.68	-87.68	30.28	30.28
-87.33	-87.33	31.52	31.52
-88.02	-88.02	31.18	31.18
-88.42	-88.42	31.33	31.33
-85.3	-85.22	31.57	31.6
-85.47	-85.43	31.52	31.5
-88.17	-88.17	30.55	30.55
-87.87	-87.18	33.75	34.05
-85.35	-85.08	31.35	31.4
-85.42	-85.4	31.75	31.75
-87.8	-87.8	31.53	31.53
-88.32	-88.32	31.63	31.63
-87.5	-87.5	31.52	31.52
-87.98	-87.98	31.5	31.5
-92.32	-92.18	35.1	35.2
-91.92	-91.87	35.35	35.37
-92.77	-92.77	34.62	34.62
-91.52	-91.52	34.1	34.08
-92.53	-92.57	34.88	34.87
-92.15	-92.03	35.2	35.28
-91.93	-91.87	34.58	34.63
-91.4	-91.4	35.7	35.75
-93.02	-92.97	33.4	33.47
-93.33	-93.33	34.35	34.35
-91.7	-91.68	33.48	33.5
-91.55	-91.52	34.42	34.45
-90.53	-90.53	35.68	35.68
-92.95	-92.92	33.62	33.65
-91.55	-91.52	34.08	34.1
-91.75	-91.75	34.23	34.23
-91.95	-91.95	33.22	33.22
-92.4	-92.47	33.03	33.02
-90.38	-90.35	35.47	35.47
-92.67	-92.6	33.72	33.77
-92.6	-92.6	33.5	33.48
-91.37	-91.25	33.87	33.95
-91.28	-91.22	34.98	35.03
-90.53	-90.05	35.35	35.7
-92.72	-92.7	34.43	34.45
-91.12	-91.07	35.12	35.17
-91.55	-91.45	34.92	35
-92.33	-92.28	33.65	33.67
-92.55	-92.53	33.5	33.52
-91.55	-91.53	34.77	34.8
-92.2	-92.18	33.02	33.02
-90.9	-90.9	34.72	34.72
-91.5	-91.48	34.05	34.05
-91.5	-91.5	33.97	33.97
-91.65	-91.63	33.87	33.88
-120.12	-120.05	36.93	36.93
-120.43	-120.42	37.35	37.37
-120.52	-120.48	37.33	37.35
-103.45	-103.45	40.55	40.55
-103	-103	39.8	39.8
-105.08	-105.08	40.58	40.58
-104.78	-104.78	39.57	39.57
-104.35	-104.35	37.3	37.3
-108.15	-108.13	38.68	38.78
-104.38	-104.38	37.28	37.28
-104.53	-104.53	39.92	39.92
-104.37	-104.37	37.28	37.28
-104.57	-104.57	39.23	39.23
-104.38	-104.38	37.28	37.28
-104.73	-104.73	39.53	39.53
-108.92	-108.92	39.32	39.32
-104.27	-104.27	40.93	40.93
-102.77	-102.77	38.2	38.2
-102.47	-102.47	37.97	37.97
-107.95	-107.95	37.25	37.25
-102.22	-102.22	38.12	38.12
-102.77	-102.77	38.32	38.32
-103.93	-103.93	39.35	39.35
-102.18	-102.18	38.12	38.12
-102.5	-102.5	38.08	38.08
-104.27	-104.27	40.97	40.97
-102.65	-102.67	38.05	38.05
-102.75	-102.72	38.12	38.1
-73.42	-73.42	41.48	41.48
-73.22	-73.22	41.48	41.48
-73.42	-73.42	41.53	41.53
-73.42	-73.42	41.98	41.98
-81.08	-81.08	26.93	26.93
-80.27	-80.27	25.85	25.85
-80.43	-80.43	27.75	27.75
-80.63	-80.47	25.47	25.47
-82.18	-82.18	29	29
-82.73	-82.67	29	29.05
-87.03	-87.03	30.6	30.6
-80.15	-80.15	25.98	25.98
-86.72	-86.72	30.42	30.42
-86.23	-86.25	30.37	30.38
-87.18	-87.18	30.47	30.47
-85.52	-85.53	30.95	30.97
-82.57	-82.6	28.02	28.05
-86.72	-86.72	30.42	30.42
-85.58	-85.58	30.97	30.97
-86.37	-86.38	30.38	30.4
-81.97	-81.97	27.95	27.95
-82.53	-82.53	27.28	27.28
-82.47	-82.4	27.4	27.48
-82.5	-82.5	29.78	29.78
-82.73	-82.75	27.73	27.72
-86.58	-86.58	30.43	30.43
-80.45	-80.45	27.45	27.45
-82.07	-82.07	26.95	26.95
-86.52	-86.52	30.38	30.38
-87.43	-87.43	30.97	30.97
-81.6	-81.6	26.58	26.58
-81.52	-81.52	29.72	29.72
-82.8	-82.8	27.92	27.92
-81.5	-81.5	28.12	28.12
-82.78	-82.78	28.08	28.08
-85.93	-85.93	30.73	30.73
-80.15	-80.15	26.02	26.02
-81.07	-81.08	26.83	26.83
-82.77	-82.77	27.77	27.77
-81.78	-81.77	27.47	27.48
-86.87	-86.87	30.85	30.85
-82.72	-82.72	27.48	27.48
-80.33	-80.33	27.45	27.45
-81.88	-81.88	27.97	27.97
-84.82	-84.82	29.67	29.67
-82	-82	26.9	26.9
-82.15	-82.15	26.92	26.93
-84.98	-84.83	34.3	34.32
-84.15	-84.15	31.13	31.13
-82.02	-81.55	30.83	30.73
-84.58	-84.23	34.35	34.45
-82.22	-82.22	31.45	31.45
-83.08	-82.85	31.33	31.45
-82.57	-82.53	33.9	33.92
-82.5	-82.5	31.5	31.5
-81.88	-81.88	31.6	31.6
-82.7	-82.65	30.68	30.68
-82.65	-82.65	31.52	31.52
-81.98	-81.98	31.42	31.42
-82.02	-82.02	31.03	31.03
-82.38	-82.38	31.72	31.72
-82.07	-82.07	33.18	33.2
-84.95	-84.92	34.47	34.48
-82.47	-82.47	31.65	31.65
-82.22	-82.22	31.15	31.15
-82.6	-82.6	31.82	31.82
-83.25	-83.23	31.65	31.65
-83.73	-83.75	32.93	32.92
-82.35	-82.35	31.8	31.82
-82.47	-82.47	31.45	31.45
-85.08	-84.88	31.43	31.47
-88.52	-88.45	38.65	38.63
-89.38	-89.28	38.88	38.87
-88.95	-88.83	38.73	38.73
-88.88	-88.85	38.77	38.75
-90.55	-90.55	38.9	38.9
-89.37	-89.32	38.88	38.88
-89.35	-89.33	38.85	38.87
-89.82	-89.82	37.9	37.9
-89.37	-89.3	38.88	38.87
-89.35	-89.32	38.87	38.87
-88.97	-88.85	38.77	38.75
-88.45	-88.38	39.17	39.18
-90.28	-90.25	39.97	39.98
-89.93	-89.9	38.53	38.55
-89.32	-89.32	38.88	38.88
-88.88	-88.87	41.03	41.03
-88.77	-88.77	41.05	41.05
-88.73	-88.15	38.35	38.35
-88.9	-88.78	37.37	37.37
-91.02	-91.02	39.53	39.53
-89.2	-89.18	39.05	39.03
-89.12	-89.1	37.88	37.9
-88.63	-88.5	37.83	37.83
-89.07	-88.97	40.7	40.73
-88.55	-88.55	39.23	39.23
-88.72	-88.3	37.35	37.35
-89.13	-89.13	38.53	38.53
-88.33	-88.33	37.73	37.73
-90.27	-90.27	39.58	39.58
-89.27	-89.13	37.85	37.9
-88.4	-88.37	39.28	39.25
-88.45	-88.45	39.18	39.18
-87.8	-87.8	42.45	42.45
-90.02	-90.02	39.43	39.43
-90.3	-90.27	40.48	40.48
-89.33	-88.98	37.37	37.37
-89.03	-89.02	38.97	38.97
-88	-87.98	37.93	37.93
-85.93	-85.93	39.82	39.82
-85.43	-85.43	39.6	39.62
-86.87	-86.87	39.65	39.65
-88	-88	37.85	37.85
-85.65	-85.6	38.8	38.83
-85.52	-85.53	40.03	40.05
-86.63	-86.12	37.85	37.87
-87.83	-87.78	38.1	38.15
-87.42	-87.23	38.5	38.72
-85.4	-85.37	39.9	39.88
-86.63	-86.6	37.85	37.87
-84.92	-84.85	40.67	40.73
-85.13	-85.13	40.62	40.63
-85.43	-85.37	40.4	40.45
-86.62	-85.3	39.23	40.5
-93.67	-93.67	43.22	43.22
-95.8	-95.8	41	41
-116.5	-116.5	43.87	43.87
-91.98	-91.97	43.15	43.15
-92.43	-92.43	43.03	43.03
-91.7	-91.7	40.75	40.75
-91.03	-91.03	42.12	42.12
-95.8	-95.8	40.83	40.83
