x	xend	y	yend
-88.25	-88.25	31.12	31.12
-86.9	-86.9	32.67	32.67
-85.87	-85.85	31.33	31.37
-86.95	-86.82	33.37	33.42
-87.1	-87.1	32.4	32.4
-87	-86.92	33.2	33.2
-87	-87	32.42	32.42
-114.1	-114.1	32.6	32.6
-112.4	-112.4	34.6	34.6
-94.42	-94.42	35.32	35.32
-90.3	-89.73	35.6	35.78
-90.3	-90.15	35.6	35.72
-91.85	-91.72	36.47	36.58
-91.57	-91.42	35.77	35.82
-92.22	-91.92	35.05	35.13
-91.85	-91.8	36.47	36.5
-92.82	-92.78	34.57	34.73
-80.5	-80.5	25.9	25.9
-81.27	-81.27	28.57	28.57
-82.2	-82.2	28.35	28.35
-80.2	-80.2	26.1	26.1
-83.28	-83.28	30.42	30.42
-81.3	-81.3	29.87	29.87
-80.18	-80.1	26.92	27.02
-80.28	-80.17	25.73	25.88
-83.62	-83.62	32.65	32.65
-83.5	-83.42	32.8	32.87
-83.55	-83.53	33.05	33.05
-83.2	-83.13	31	31.1
-84.07	-84.07	34.17	34.17
-87.18	-87.18	39	39
-90.2	-90.15	38.45	38.48
-87.68	-87.68	40.53	40.53
-89.5	-89.5	41.8	41.8
-90.15	-89.27	38.95	39.12
-89.13	-89.03	41.32	41.35
-89.12	-89.12	41.93	41.93
-88.8	-88.8	38.3	38.3
-90.18	-90.15	38.65	38.67
-88.6	-88.6	40	40
-89.68	-89.57	38.32	38.38
-89.78	-89.4	39.45	39.2
-90.28	-90.23	41.6	41.68
-90.37	-90.17	41.18	41.3
-87.97	-87.8	41.97	42.03
-88.63	-88.63	39.27	39.27
-88.35	-88.28	41.65	41.68
-89.13	-89.13	38.57	38.57
-90.63	-90.55	40.9	40.95
-90.6	-90.45	40.47	40.55
-89.4	-88.9	38.35	38.53
-88.03	-87.85	42.13	42.25
-90	-89.95	38.05	38.05
-90.1	-90.03	41.95	41.98
-89.65	-89.6	41.17	41.2
-90.83	-90.57	39.93	40.12
-90.63	-90.58	39.9	39.93
-86.98	-86.98	38.82	38.82
-87.15	-87.15	38.7	38.7
-85.9	-85.9	39.18	39.18
-86.5	-86.5	38.73	38.73
-87.4	-87.37	38.75	38.8
-86.5	-86.5	40.87	40.87
-85.52	-85.52	38.57	38.57
-86.3	-86.3	41.33	41.33
-94.9	-94.85	43.17	43.2
-95.63	-95.75	40.6	40.82
-93.15	-92.9	40.7	40.87
-93.43	-93.18	42.05	42.22
-94.4	-94.32	41.2	41.25
-91.98	-91.9	41.2	41.28
-92.6	-92.52	41.7	41.75
-93.33	-93.23	42.75	42.82
-95.17	-95.03	41.17	41.23
-94.63	-94.08	41.5	41.93
-94.33	-94.25	41.9	42.1
-91.78	-91.67	40.87	41.15
-94.5	-94.42	41.28	41.33
-92.4	-92.4	42.1	42.1
-94.92	-94.85	41.7	41.75
-98.73	-98.43	38.25	38.4
