x	y	group	clickSelects
-85.1300735473633	31.7304019927979	0	AL
-85.1186065673828	31.6845645904541	0	AL
-85.0785064697266	31.6158123016357	0	AL
-85.0613098144531	31.5585174560547	0	AL
-85.0613098144531	31.5241374969482	0	AL
-85.0842361450195	31.4783000946045	0	AL
-85.0842361450195	31.4439239501953	0	AL
-85.0956954956055	31.4095478057861	0	AL
-85.0956954956055	31.3407917022705	0	AL
-85.1014175415039	31.3006839752197	0	AL
-85.1243438720703	31.2834949493408	0	AL
-85.1243438720703	31.254846572876	0	AL
-85.1128768920898	31.1918201446533	0	AL
-85.1128768920898	31.1746330261231	0	AL
-85.0899658203125	31.1402568817139	0	AL
-85.0441284179688	31.1116065979004	0	AL
-85.0383987426758	31.0944194793701	0	AL
-85.0326690673828	31.0772304534912	0	AL
-85.0326690673828	31.0371246337891	0	AL
-85.0154800415039	31.0027484893799	0	AL
-85.0154800415039	30.9970169067383	0	AL
-85.4967651367188	31.0084743499756	0	AL
-85.5196762084961	31.0084743499756	0	AL
-86.0467987060547	31.0084743499756	0	AL
-86.2014999389649	31.0084743499756	0	AL
-86.3905715942383	31.0084743499756	0	AL
-86.705696105957	31.0084743499756	0	AL
-86.7973709106445	31.0084743499756	0	AL
-87.1812591552734	31.0084743499756	0	AL
-87.6052474975586	31.0084743499756	0	AL
-87.6052474975586	30.9569110870361	0	AL
-87.610969543457	30.9339923858643	0	AL
-87.6338958740234	30.8996162414551	0	AL
-87.6396255493164	30.8766975402832	0	AL
-87.6338958740234	30.8595085144043	0	AL
-87.610969543457	30.8423175811768	0	AL
-87.5479507446289	30.7735633850098	0	AL
-87.4906539916992	30.7219963073731	0	AL
-87.4620056152344	30.7105388641357	0	AL
-87.4505462646484	30.6990776062012	0	AL
-87.4218978881836	30.6761589050293	0	AL
-87.4104385375977	30.6475124359131	0	AL
-87.4104385375977	30.6188640594482	0	AL
-87.4333572387695	30.5844879150391	0	AL
-87.4620056152344	30.5443801879883	0	AL
-87.4677352905274	30.527193069458	0	AL
-87.4620056152344	30.5100040435791	0	AL
-87.44482421875	30.4928131103516	0	AL
-87.3989868164063	30.4584369659424	0	AL
-87.3932571411133	30.4469795227051	0	AL
-87.4047164916992	30.4297866821289	0	AL
-87.4218978881836	30.4297866821289	0	AL
-87.439094543457	30.4240608215332	0	AL
-87.439094543457	30.4183292388916	0	AL
-87.4505462646484	30.4011421203613	0	AL
-87.4620056152344	30.3896808624268	0	AL
-114.637390136719	35.0191802978516	1	AZ
-114.643127441406	35.1051216125488	1	AZ
-114.603019714356	35.1223106384277	1	AZ
-114.574363708496	35.1796112060547	1	AZ
-114.585830688477	35.2369041442871	1	AZ
-114.597282409668	35.2827415466309	1	AZ
-114.608741760254	35.3572273254395	1	AZ
-114.625938415527	35.4087905883789	1	AZ
-114.666046142578	35.4546279907227	1	AZ
-114.660308837891	35.5004653930664	1	AZ
-114.666046142578	35.5405731201172	1	AZ
-114.671775817871	35.6093292236328	1	AZ
-114.683235168457	35.6666221618652	1	AZ
-114.700416564941	35.712459564209	1	AZ
-114.700416564941	35.7926750183105	1	AZ
-114.688957214355	35.8843460083008	1	AZ
-114.711875915527	35.9129943847656	1	AZ
-114.734802246094	35.9588317871094	1	AZ
-114.734802246094	36.0161285400391	1	AZ
-114.757713317871	36.0619659423828	1	AZ
-114.734802246094	36.1078033447266	1	AZ
-114.700416564941	36.1192588806152	1	AZ
-114.643127441406	36.1421775817871	1	AZ
-114.557182312012	36.1536369323731	1	AZ
-114.488426208496	36.1364479064941	1	AZ
-114.396751403809	36.1364479064941	1	AZ
-114.327995300293	36.1135292053223	1	AZ
-114.310813903809	36.0447769165039	1	AZ
-114.264976501465	36.0275840759277	1	AZ
-114.201942443848	36.021858215332	1	AZ
-114.13892364502	36.0390472412109	1	AZ
-114.116004943848	36.0963401794434	1	AZ
-114.08162689209	36.1364479064941	1	AZ
-114.052978515625	36.2109336853027	1	AZ
-114.047248840332	36.8411865234375	1	AZ
-114.041519165039	36.9958839416504	1	AZ
-113.823799133301	36.9958839416504	1	AZ
-113.537322998047	37.0016136169434	1	AZ
-113.279487609863	37.0016136169434	1	AZ
-113.004470825195	37.0016136169434	1	AZ
-112.907066345215	36.9958839416504	1	AZ
-112.729446411133	37.0016136169434	1	AZ
-112.540374755859	36.9958839416504	1	AZ
-112.414321899414	36.9958839416504	1	AZ
-112.208053588867	36.9958839416504	1	AZ
-111.950225830078	37.0016136169434	1	AZ
-111.686668395996	37.0016136169434	1	AZ
-111.411643981934	37.0016136169434	1	AZ
-111.319969177246	37.0016136169434	1	AZ
-111.25121307373	36.9958839416504	1	AZ
-111.125160217285	36.9958839416504	1	AZ
-110.844413757324	37.0016136169434	1	AZ
-110.75846862793	36.9958839416504	1	AZ
-110.683990478516	36.9958839416504	1	AZ
-110.546478271484	36.9958839416504	1	AZ
-110.30583190918	37.0016136169434	1	AZ
-110.088104248047	37.0016136169434	1	AZ
-110.00789642334	37.0016136169434	1	AZ
-109.933410644531	36.9958839416504	1	AZ
-109.715682983398	36.9958839416504	1	AZ
-109.41202545166	36.9958839416504	1	AZ
-109.148460388184	36.9958839416504	1	AZ
-109.039596557617	36.9958839416504	1	AZ
-109.04532623291	35.9989395141602	1	AZ
-109.051063537598	34.9504280090332	1	AZ
-109.051063537598	34.5722732543945	1	AZ
-109.056785583496	33.7758636474609	1	AZ
-109.051063537598	33.2029037475586	1	AZ
-109.056785583496	32.7789154052734	1	AZ
-109.056785583496	32.4236831665039	1	AZ
-109.056785583496	31.3522510528565	1	AZ
-109.234405517578	31.3522510528565	1	AZ
-109.624015808105	31.3465213775635	1	AZ
-109.996437072754	31.3522510528565	1	AZ
-110.351669311523	31.3522510528565	1	AZ
-110.477722167969	31.3522510528565	1	AZ
-110.632415771484	31.3522510528565	1	AZ
-110.987655639648	31.3465213775635	1	AZ
-111.119430541992	31.3579788208008	1	AZ
-111.297050476074	31.4152774810791	1	AZ
-111.388725280762	31.4439239501953	1	AZ
-111.629364013672	31.5184097290039	1	AZ
-112.036163330078	31.6501884460449	1	AZ
-112.32837677002	31.7418632507324	1	AZ
-112.66641998291	31.8392658233643	1	AZ
-112.929977416992	31.9252090454102	1	AZ
-113.187812805176	32.0054244995117	1	AZ
-113.348236083984	32.0569877624512	1	AZ
-113.468559265137	32.097095489502	1	AZ
-113.743583679199	32.1887702941895	1	AZ
-114.035797119141	32.2747116088867	1	AZ
-114.316543579102	32.3606567382813	1	AZ
-114.700416564941	32.4809799194336	1	AZ
-114.809280395508	32.5153541564941	1	AZ
-114.797813415527	32.5783805847168	1	AZ
-114.769172668457	32.6700553894043	1	AZ
-114.734802246094	32.733081817627	1	AZ
-114.688957214355	32.7445373535156	1	AZ
-114.654586791992	32.7388076782227	1	AZ
-114.59156036377	32.7388076782227	1	AZ
-114.551452636719	32.7617263793945	1	AZ
-114.522804260254	32.8247528076172	1	AZ
-114.47696685791	32.8763198852539	1	AZ
-114.47696685791	32.9336166381836	1	AZ
-114.482696533203	32.996639251709	1	AZ
-114.539993286133	33.0424728393555	1	AZ
-114.660308837891	33.0539360046387	1	AZ
-114.700416564941	33.0825843811035	1	AZ
-114.711875915527	33.134147644043	1	AZ
-114.688957214355	33.2659301757813	1	AZ
-114.740524291992	33.3117637634277	1	AZ
-114.71760559082	33.3576011657715	1	AZ
-114.729064941406	33.4034385681152	1	AZ
-114.688957214355	33.4320907592773	1	AZ
-114.648849487305	33.455005645752	1	AZ
-114.637390136719	33.4836540222168	1	AZ
-114.608741760254	33.5008430480957	1	AZ
-114.62020111084	33.5294914245605	1	AZ
-114.568641662598	33.5466804504395	1	AZ
-114.557182312012	33.5753288269043	1	AZ
-114.528533935547	33.6326217651367	1	AZ
-114.539993286133	33.6956481933594	1	AZ
-114.522804260254	33.7300262451172	1	AZ
-114.539993286133	33.7815933227539	1	AZ
-114.539993286133	33.9248313903809	1	AZ
-114.517074584961	33.9649391174316	1	AZ
-114.454048156738	33.9993171691895	1	AZ
-114.471237182617	34.0165023803711	1	AZ
-114.448318481445	34.039421081543	1	AZ
-114.41967010498	34.0795288085938	1	AZ
-114.396751403809	34.1139068603516	1	AZ
-114.299346923828	34.1540107727051	1	AZ
-114.230598449707	34.1998481750488	1	AZ
-114.190490722656	34.2456855773926	1	AZ
-114.133193969727	34.2628746032715	1	AZ
-114.13892364502	34.2972526550293	1	AZ
-114.16756439209	34.3373603820801	1	AZ
-114.287887573242	34.4233016967773	1	AZ
-114.373832702637	34.4691390991211	1	AZ
-114.402488708496	34.5894622802734	1	AZ
-114.41967010498	34.6123809814453	1	AZ
-114.448318481445	34.7097816467285	1	AZ
-114.574363708496	34.807186126709	1	AZ
-114.551452636719	34.8358345031738	1	AZ
-114.545722961426	34.8472938537598	1	AZ
-114.568641662598	34.8644828796387	1	AZ
-114.608741760254	34.8874015808106	1	AZ
-114.63166809082	34.9618835449219	1	AZ
-114.637390136719	35.0191802978516	1	AZ
-94.051025390625	33.0367469787598	2	AR
-94.051025390625	33.3003082275391	2	AR
-94.056755065918	33.5753288269043	2	AR
-94.0796661376953	33.586784362793	2	AR
-94.0911254882812	33.5982437133789	2	AR
-94.1197738647461	33.5925178527832	2	AR
-94.1484298706055	33.586784362793	2	AR
-94.1541595458984	33.586784362793	2	AR
-94.1885375976562	33.6097030639648	2	AR
-94.2057189941406	33.6154365539551	2	AR
-94.2229080200195	33.6097030639648	2	AR
-94.2286376953125	33.5982437133789	2	AR
-94.2400970458984	33.5753288269043	2	AR
-94.2630157470703	33.586784362793	2	AR
-94.2802047729492	33.586784362793	2	AR
-94.2973937988281	33.5753288269043	2	AR
-94.3088531494141	33.5695991516113	2	AR
-94.3661499023438	33.5753288269043	2	AR
-94.4005279541016	33.5695991516113	2	AR
-94.40625	33.5753288269043	2	AR
-94.4234466552734	33.5982437133789	2	AR
-94.4520874023438	33.5982437133789	2	AR
-94.4635543823242	33.6154365539551	2	AR
-94.4750137329102	33.6326217651367	2	AR
-94.4807434082031	33.6555404663086	2	AR
-94.4979248046875	33.6669998168945	2	AR
-94.4921951293945	33.6784591674805	2	AR
-94.4921951293945	33.9649391174316	2	AR
-94.4864654541016	34.211311340332	2	AR
-94.4807434082031	34.5321655273438	2	AR
-94.4692840576172	34.7498931884766	2	AR
-94.4578247070313	34.9848022460938	2	AR
-94.4406356811523	35.397331237793	2	AR
-94.4463577270508	35.4431686401367	2	AR
-94.4807434082031	35.6551666259766	2	AR
-94.503662109375	35.7640266418457	2	AR
-94.5609588623047	36.1135292053223	2	AR
-94.5724105834961	36.1765556335449	2	AR
-94.6239776611328	36.5088691711426	2	AR
-94.0853958129883	36.5031394958496	2	AR
-94.0796661376953	36.4974136352539	2	AR
-93.8905944824219	36.5031394958496	2	AR
-93.873405456543	36.4974136352539	2	AR
-93.598388671875	36.5031394958496	2	AR
-93.5926513671875	36.4974136352539	2	AR
-93.3348236083984	36.5031394958496	2	AR
-93.3233642578125	36.4974136352539	2	AR
-93.3061752319336	36.5031394958496	2	AR
-93.3004455566406	36.4974136352539	2	AR
-92.8478088378906	36.5031394958496	2	AR
-92.8420791625977	36.5031394958496	2	AR
-92.773323059082	36.5031394958496	2	AR
-92.7675933837891	36.5031394958496	2	AR
-92.5498733520508	36.5031394958496	2	AR
-92.1602630615234	36.4974136352539	2	AR
-92.1316146850586	36.4974136352539	2	AR
-91.6732482910156	36.5031394958496	2	AR
-91.4669799804688	36.4974136352539	2	AR
-91.4612503051758	36.4974136352539	2	AR
-91.421142578125	36.4974136352539	2	AR
-91.415412902832	36.5031394958496	2	AR
-91.146125793457	36.5031394958496	2	AR
-90.7908935546875	36.5031394958496	2	AR
-90.5731735229492	36.5088691711426	2	AR
-90.2236633300781	36.5088691711426	2	AR
-90.1720962524414	36.5031394958496	2	AR
-90.1377182006836	36.474494934082	2	AR
-90.1262588500977	36.4057388305664	2	AR
-90.1033401489258	36.4000091552734	2	AR
-90.0689697265625	36.3885498046875	2	AR
-90.0689697265625	36.3484420776367	2	AR
-90.0918807983398	36.2854156494141	2	AR
-90.1205368041992	36.2739562988281	2	AR
-90.1377182006836	36.2166595458984	2	AR
-90.1892852783203	36.1994743347168	2	AR
-90.1892852783203	36.1765556335449	2	AR
-90.2637710571289	36.1307182312012	2	AR
-90.3783645629883	36.0046691894531	2	AR
-90.3840942382813	36.0046691894531	2	AR
-90.2981491088867	35.9989395141602	2	AR
-89.971565246582	35.9989395141602	2	AR
-89.9658279418945	36.0046691894531	2	AR
-89.7939453125	36.0046691894531	2	AR
-89.7538375854492	36.0046691894531	2	AR
-89.7194595336914	36.0046691894531	2	AR
-89.7137298583984	35.987476348877	2	AR
-89.6850814819336	35.9702911376953	2	AR
-89.6564407348633	35.9473724365234	2	AR
-89.6507034301758	35.9244537353516	2	AR
-89.6621704101563	35.9129943847656	2	AR
-89.7080078125	35.9072647094727	2	AR
-89.7366485595703	35.901538848877	2	AR
-89.7366485595703	35.8786201477051	2	AR
-89.7309188842774	35.8557014465332	2	AR
-89.7309188842774	35.8327827453613	2	AR
-89.7423782348633	35.8213195800781	2	AR
-89.7824859619141	35.8041305541992	2	AR
-89.799674987793	35.7926750183105	2	AR
-89.799674987793	35.7754859924316	2	AR
-89.8283233642578	35.7640266418457	2	AR
-89.9085388183594	35.7468376159668	2	AR
-89.9371871948242	35.7353782653809	2	AR
-89.9429168701172	35.706729888916	2	AR
-89.9371871948242	35.6895408630371	2	AR
-89.9142684936524	35.6666221618652	2	AR
-89.8741607666016	35.6666221618652	2	AR
-89.8627014160156	35.6551666259766	2	AR
-89.8684310913086	35.6437034606934	2	AR
-89.8970794677734	35.5978660583496	2	AR
-89.9028091430664	35.5749473571777	2	AR
-89.9085388183594	35.5520324707031	2	AR
-89.9085388183594	35.534839630127	2	AR
-89.9142684936524	35.5233840942383	2	AR
-89.9600982666016	35.5176544189453	2	AR
-89.983024597168	35.5176544189453	2	AR
-89.9944839477539	35.4947357177734	2	AR
-90.0116653442383	35.4374389648438	2	AR
-90.0288619995117	35.4202499389648	2	AR
-90.0460433959961	35.4087905883789	2	AR
-90.0689697265625	35.4145202636719	2	AR
-90.0804214477539	35.4259834289551	2	AR
-90.0861511230469	35.4718170166016	2	AR
-90.0976104736328	35.4775466918945	2	AR
-90.1205368041992	35.4718170166016	2	AR
-90.1262588500977	35.448902130127	2	AR
-90.1377182006836	35.4374389648438	2	AR
-90.16064453125	35.4259834289551	2	AR
-90.1835556030274	35.4145202636719	2	AR
-90.1892852783203	35.397331237793	2	AR
-90.1892852783203	35.3858757019043	2	AR
-90.1663665771484	35.3686828613281	2	AR
-90.1491775512695	35.3686828613281	2	AR
-90.1090774536133	35.397331237793	2	AR
-90.1033401489258	35.3686828613281	2	AR
-90.0918807983398	35.3629570007324	2	AR
-90.0976104736328	35.3457679748535	2	AR
-90.0976104736328	35.3056564331055	2	AR
-90.0861511230469	35.254093170166	2	AR
-90.0689697265625	35.2197151184082	2	AR
-90.057502746582	35.1967964172363	2	AR
-90.0689697265625	35.1796112060547	2	AR
-90.0746994018555	35.1624183654785	2	AR
-90.0632400512695	35.1395034790039	2	AR
-90.0861511230469	35.1108551025391	2	AR
-90.1033401489258	35.0879364013672	2	AR
-90.1205368041992	35.082202911377	2	AR
-90.1491775512695	35.082202911377	2	AR
-90.1778259277344	35.0879364013672	2	AR
-90.1950149536133	35.082202911377	2	AR
-90.2064743041992	35.0592842102051	2	AR
-90.2179336547852	35.0420989990234	2	AR
-90.2580413818359	35.0363693237305	2	AR
-90.2695007324219	35.0363693237305	2	AR
-90.2866897583008	35.0249099731445	2	AR
-90.2809600830078	34.996265411377	2	AR
-90.2637710571289	34.9618835449219	2	AR
-90.252311706543	34.944694519043	2	AR
-90.24658203125	34.9332389831543	2	AR
-90.2580413818359	34.9217758178711	2	AR
-90.2866897583008	34.8931312561035	2	AR
-90.3153381347656	34.8759384155273	2	AR
-90.3497161865234	34.8587532043457	2	AR
-90.4127349853516	34.8415641784668	2	AR
-90.424201965332	34.8301048278809	2	AR
-90.429931640625	34.812915802002	2	AR
-90.429931640625	34.7899971008301	2	AR
-90.4471206665039	34.7728080749512	2	AR
-90.4585723876953	34.7556190490723	2	AR
-90.4757690429688	34.7556190490723	2	AR
-90.5216064453125	34.7613487243652	2	AR
-90.5330657958984	34.7613487243652	2	AR
-90.5445175170899	34.7327003479004	2	AR
-90.5330657958984	34.7327003479004	2	AR
-90.4814987182617	34.7155113220215	2	AR
-90.4700393676758	34.6983222961426	2	AR
-90.4643020629883	34.6754035949707	2	AR
-90.4643020629883	34.6582183837891	2	AR
-90.4814987182617	34.6582183837891	2	AR
-90.4929504394531	34.6696739196777	2	AR
-90.5330657958984	34.6868667602539	2	AR
-90.5559768676758	34.6754035949707	2	AR
-90.5731735229492	34.6410293579102	2	AR
-90.5674438476563	34.6181106567383	2	AR
-90.5330657958984	34.5837326049805	2	AR
-90.5330657958984	34.5608139038086	2	AR
-90.5387878417969	34.5550842285156	2	AR
-90.5617141723633	34.5264358520508	2	AR
-90.5731735229492	34.5149765014648	2	AR
-90.5674438476563	34.4462203979492	2	AR
-90.5788955688477	34.4233016967773	2	AR
-90.607551574707	34.4003829956055	2	AR
-90.6533889770508	34.3889274597168	2	AR
-90.6763000488281	34.3831977844238	2	AR
-90.7164077758789	34.3889274597168	2	AR
-90.7393264770508	34.3831977844238	2	AR
-90.7507858276367	34.360279083252	2	AR
-90.7450561523438	34.3316307067871	2	AR
-90.7221374511719	34.3087120056152	2	AR
-90.7393264770508	34.2972526550293	2	AR
-90.7679748535156	34.2972526550293	2	AR
-90.7966232299805	34.2915229797363	2	AR
-90.8195419311524	34.2628746032715	2	AR
-90.8367309570312	34.2456855773926	2	AR
-90.8596496582031	34.2399559020996	2	AR
-90.8997573852539	34.2456855773926	2	AR
-90.9112091064453	34.2342300415039	2	AR
-90.9112091064453	34.211311340332	2	AR
-90.8940277099609	34.2055816650391	2	AR
-90.8310012817383	34.1941223144531	2	AR
-90.8195419311524	34.1826629638672	2	AR
-90.8310012817383	34.1540107727051	2	AR
-90.8653717041016	34.1540107727051	2	AR
-90.9226684570313	34.1712036132813	2	AR
-90.962776184082	34.1712036132813	2	AR
-90.9799728393555	34.1540107727051	2	AR
-90.9455871582031	34.1253662109375	2	AR
-90.9284057617188	34.1081771850586	2	AR
-90.9284057617188	34.0737991333008	2	AR
-90.9455871582031	34.039421081543	2	AR
-90.962776184082	34.0222358703613	2	AR
-90.9799728393555	33.9993171691895	2	AR
-90.9857025146484	33.9821281433106	2	AR
-91.0086135864258	33.9821281433106	2	AR
-91.0429916381836	34.0165023803711	2	AR
-91.0601806640625	34.0165023803711	2	AR
-91.0716400146484	34.0107727050781	2	AR
-91.0716400146484	33.9821281433106	2	AR
-91.0544509887695	33.9592094421387	2	AR
-91.0487213134766	33.9248313903809	2	AR
-91.0601806640625	33.907642364502	2	AR
-91.06591796875	33.8847236633301	2	AR
-91.0544509887695	33.8388862609863	2	AR
-91.06591796875	33.8102378845215	2	AR
-91.0945587158203	33.7930526733398	2	AR
-91.1346664428711	33.770133972168	2	AR
-91.1403961181641	33.7414855957031	2	AR
-91.1346664428711	33.7357559204102	2	AR
-91.0773696899414	33.7242965698242	2	AR
-91.06591796875	33.6956481933594	2	AR
-91.0773696899414	33.6899185180664	2	AR
-91.1117477416992	33.6841888427734	2	AR
-91.1403961181641	33.6899185180664	2	AR
-91.1862335205078	33.7242965698242	2	AR
-91.2034225463867	33.7300262451172	2	AR
-91.2206115722656	33.7128372192383	2	AR
-91.2091522216797	33.6899185180664	2	AR
-91.2034225463867	33.6727294921875	2	AR
-91.1747741699219	33.638355255127	2	AR
-91.1633148193359	33.6211624145508	2	AR
-91.1690444946289	33.6039733886719	2	AR
-91.2148818969727	33.5925178527832	2	AR
-91.23779296875	33.5753288269043	2	AR
-91.2320709228516	33.5466804504395	2	AR
-91.2148818969727	33.5294914245605	2	AR
-91.2091522216797	33.5180282592773	2	AR
-91.2263412475586	33.4951095581055	2	AR
-91.2320709228516	33.4721946716309	2	AR
-91.2263412475586	33.455005645752	2	AR
-91.2091522216797	33.455005645752	2	AR
-91.1862335205078	33.4779243469238	2	AR
-91.1690444946289	33.4951095581055	2	AR
-91.146125793457	33.5008430480957	2	AR
-91.1346664428711	33.4893836975098	2	AR
-91.1346664428711	33.4721946716309	2	AR
-91.1633148193359	33.455005645752	2	AR
-91.1862335205078	33.4263572692871	2	AR
-91.1862335205078	33.4034385681152	2	AR
-91.1805038452149	33.3919792175293	2	AR
-91.1633148193359	33.3919792175293	2	AR
-91.1403961181641	33.4034385681152	2	AR
-91.1117477416992	33.4378166198731	2	AR
-91.0945587158203	33.443546295166	2	AR
-91.0773696899414	33.443546295166	2	AR
-91.0716400146484	33.4263572692871	2	AR
-91.0945587158203	33.3977088928223	2	AR
-91.1289367675781	33.3747901916504	2	AR
-91.1633148193359	33.3576011657715	2	AR
-91.1690444946289	33.3404159545898	2	AR
-91.157585144043	33.3232269287109	2	AR
-91.1232070922852	33.2544708251953	2	AR
-91.1117477416992	33.2487411499023	2	AR
-91.1002883911133	33.2544708251953	2	AR
-91.0888290405273	33.2773895263672	2	AR
-91.0716400146484	33.2831192016602	2	AR
-91.0544509887695	33.2888450622559	2	AR
-91.0487213134766	33.2773895263672	2	AR
-91.0429916381836	33.2544708251953	2	AR
-91.0601806640625	33.2315521240234	2	AR
-91.0716400146484	33.2143630981445	2	AR
