x	xend	y	yend
-86.92	-86.82	33.52	33.75
-88.05	-87.98	31.43	31.53
-87.13	-87.08	32.1	32.17
-85.8	-85.73	31.32	31.38
-87.48	-87.42	31	31.03
-85.4	-85.33	31.6	31.83
-85.58	-85.55	32.73	32.78
-87.48	-87.48	31.02	31.02
-112	-111.92	33.47	33.65
-112.12	-112.02	33.02	33.05
-111.93	-111.93	33.38	33.38
-113.92	-113.95	35.32	35.3
-111.55	-111.55	33.42	33.42
-111.57	-111.57	33.1	33.1
-111.73	-111.5	33.07	33.23
-109.83	-109.83	32.18	32.18
-114.57	-114.57	35.03	35.03
-114.17	-114.17	34.25	34.25
-112.47	-112.47	34.75	34.75
-111.53	-111.53	33.42	33.42
-113.35	-113.35	33.05	33.05
-90.52	-90.52	35.63	35.63
-89.97	-89.97	35.7	35.7
-92.47	-92.33	33.15	33.25
-92.8	-92.72	33.18	33.22
-92.1	-92.05	33.4	33.4
-115.05	-115.05	33.3	33.3
-120.5	-120.5	38.8	38.8
-119.83	-119.83	37.8	37.8
-121.35	-121.35	38.75	38.75
-102.08	-102.08	37.5	37.5
-103.42	-103.42	40.83	40.83
-103.03	-103.03	40.45	40.45
-104.6	-104.6	39.12	39.12
-103.75	-103.75	40.2	40.2
-103.82	-103.82	39.37	39.37
-103.75	-103.75	39.32	39.32
-103.95	-103.7	39.27	39.27
-102.5	-102.27	39.92	39.7
-102.45	-102.45	39.88	39.88
-73.25	-73.08	41.92	41.98
-82.05	-82	29.77	29.78
-85.17	-85.08	30.83	30.92
-82.08	-82.03	29.87	29.78
-82.58	-82.55	27.42	27.45
-83.2	-83.05	30.25	30.37
-83.58	-83.58	29.82	29.77
-87.38	-87.38	30.62	30.62
-80.67	-80.68	28.37	28.43
-80.53	-80.55	28.47	28.52
-81.08	-81.08	28.75	28.75
-82.5	-82.45	31.83	31.82
-83.6	-83.55	32.18	32.18
-82.78	-82.77	34	34.12
-84.68	-84.62	31.03	31.05
-81.63	-81.63	32.75	32.75
-84.55	-84.5	33.88	33.88
-83.65	-83.62	32.85	32.85
-83.03	-82.9	32.5	32.62
-84.12	-84.12	32.72	32.72
-82.38	-81.87	32.87	33.08
