x	y	label	showSelected1	showSelected2	group
1972	8	3	MT	1972	43
1973	7	2	MT	1973	43
1975	15	10	MT	1975	43
1976	6	1	MT	1976	43
1979	10	5	MT	1979	43
1980	11	6	MT	1980	43
1981	7	2	MT	1981	43
1982	6	1	MT	1982	43
1984	7	2	MT	1984	43
1985	7	2	MT	1985	43
1986	6	1	MT	1986	43
1988	8	3	MT	1988	43
1990	7	2	MT	1990	43
1991	10	5	MT	1991	43
1992	14	9	MT	1992	43
1993	24	19	MT	1993	43
1994	11	6	MT	1994	43
1995	19	14	MT	1995	43
1996	13	8	MT	1996	43
1997	14	9	MT	1997	43
1998	16	11	MT	1998	43
1999	27	22	MT	1999	43
2000	15	10	MT	2000	43
2001	14	9	MT	2001	43
2002	16	11	MT	2002	43
2003	11	6	MT	2003	43
2004	11	6	MT	2004	43
2005	15	10	MT	2005	43
2006	6	1	MT	2006	43
2007	10	5	MT	2007	43
2008	7	2	MT	2008	43
2009	9	4	MT	2009	43
2010	15	10	MT	2010	43
2011	14	9	MT	2011	43
2012	8	3	MT	2012	43
1956	8	3	ID	1956	44
1957	6	1	ID	1957	44
1961	7	2	ID	1961	44
1962	7	2	ID	1962	44
1973	7	2	ID	1973	44
1978	6	1	ID	1978	44
1980	6	1	ID	1980	44
1981	6	1	ID	1981	44
1984	8	3	ID	1984	44
1985	7	2	ID	1985	44
1986	6	1	ID	1986	44
1987	8	3	ID	1987	44
1988	6	1	ID	1988	44
1990	11	6	ID	1990	44
1991	10	5	ID	1991	44
1993	15	10	ID	1993	44
1994	7	2	ID	1994	44
1995	11	6	ID	1995	44
1996	9	4	ID	1996	44
1997	11	6	ID	1997	44
1998	12	7	ID	1998	44
1999	6	1	ID	1999	44
2000	18	13	ID	2000	44
2001	7	2	ID	2001	44
2002	8	3	ID	2002	44
2003	9	4	ID	2003	44
2004	10	5	ID	2004	44
2005	11	6	ID	2005	44
2006	14	9	ID	2006	44
2007	8	3	ID	2007	44
2008	6	1	ID	2008	44
2009	7	2	ID	2009	44
2010	7	2	ID	2010	44
2011	7	2	ID	2011	44
2012	7	2	ID	2012	44
1956	6	1	AZ	1956	45
1957	6	1	AZ	1957	45
1959	7	2	AZ	1959	45
1961	8	3	AZ	1961	45
1962	6	1	AZ	1962	45
1964	7	2	AZ	1964	45
1966	7	2	AZ	1966	45
1968	8	3	AZ	1968	45
1969	7	2	AZ	1969	45
1970	6	1	AZ	1970	45
1971	11	6	AZ	1971	45
1972	18	13	AZ	1972	45
1973	6	1	AZ	1973	45
1974	9	4	AZ	1974	45
1976	8	3	AZ	1976	45
1979	6	1	AZ	1979	45
1980	6	1	AZ	1980	45
1984	7	2	AZ	1984	45
1985	6	1	AZ	1985	45
1987	6	1	AZ	1987	45
1992	8	3	AZ	1992	45
1993	8	3	AZ	1993	45
1994	7	2	AZ	1994	45
1995	8	3	AZ	1995	45
1996	14	9	AZ	1996	45
1997	10	5	AZ	1997	45
1998	7	2	AZ	1998	45
1999	10	5	AZ	1999	45
2001	9	4	AZ	2001	45
2003	14	9	AZ	2003	45
2004	8	3	AZ	2004	45
2005	13	8	AZ	2005	45
2006	11	6	AZ	2006	45
2008	6	1	AZ	2008	45
2009	9	4	AZ	2009	45
2010	17	12	AZ	2010	45
2011	8	3	AZ	2011	45
2012	6	1	AZ	2012	45
1956	6	1	WA	1956	46
1962	6	1	WA	1962	46
1964	7	2	WA	1964	46
1965	6	1	WA	1965	46
1969	6	1	WA	1969	46
1970	6	1	WA	1970	46
1972	8	3	WA	1972	46
1978	7	2	WA	1978	46
1979	6	1	WA	1979	46
1980	7	2	WA	1980	46
1981	7	2	WA	1981	46
1982	7	2	WA	1982	46
1983	6	1	WA	1983	46
1984	6	1	WA	1984	46
1992	6	1	WA	1992	46
1994	6	1	WA	1994	46
1996	6	1	WA	1996	46
1997	19	14	WA	1997	46
1999	7	2	WA	1999	46
2000	8	3	WA	2000	46
2001	7	2	WA	2001	46
2003	7	2	WA	2003	46
2004	15	10	WA	2004	46
2005	9	4	WA	2005	46
2006	7	2	WA	2006	46
2008	8	3	WA	2008	46
2009	11	6	WA	2009	46
2010	7	2	WA	2010	46
2011	7	2	WA	2011	46
1953	7	2	UT	1953	47
1955	6	1	UT	1955	47
1964	6	1	UT	1964	47
1965	6	1	UT	1965	47
1967	6	1	UT	1967	47
1970	6	1	UT	1970	47
1971	6	1	UT	1971	47
1982	7	2	UT	1982	47
1984	11	6	UT	1984	47
1986	6	1	UT	1986	47
1990	6	1	UT	1990	47
1991	9	4	UT	1991	47
1993	10	5	UT	1993	47
1996	8	3	UT	1996	47
1997	6	1	UT	1997	47
1998	12	7	UT	1998	47
1999	8	3	UT	1999	47
2000	8	3	UT	2000	47
2001	10	5	UT	2001	47
2002	9	4	UT	2002	47
2003	6	1	UT	2003	47
2005	9	4	UT	2005	47
2006	7	2	UT	2006	47
2007	6	1	UT	2007	47
2009	9	4	UT	2009	47
2010	7	2	UT	2010	47
2011	6	1	UT	2011	47
2012	6	1	UT	2012	47
1957	6	1	OR	1957	48
1965	7	2	OR	1965	48
1966	7	2	OR	1966	48
1968	7	2	OR	1968	48
1970	6	1	OR	1970	48
1972	7	2	OR	1972	48
1973	6	1	OR	1973	48
1983	8	3	OR	1983	48
1984	8	3	OR	1984	48
1991	7	2	OR	1991	48
1993	6	1	OR	1993	48
1994	7	2	OR	1994	48
1995	9	4	OR	1995	48
1996	9	4	OR	1996	48
1997	19	14	OR	1997	48
1998	8	3	OR	1998	48
1999	6	1	OR	1999	48
2000	8	3	OR	2000	48
2001	9	4	OR	2001	48
2002	7	2	OR	2002	48
2003	7	2	OR	2003	48
2004	12	7	OR	2004	48
2005	6	1	OR	2005	48
2006	9	4	OR	2006	48
2007	7	2	OR	2007	48
2009	9	4	OR	2009	48
2010	7	2	OR	2010	48
2011	6	1	OR	2011	48
1973	6	1	NV	1973	49
1974	6	1	NV	1974	49
1975	7	2	NV	1975	49
1979	7	2	NV	1979	49
1983	6	1	NV	1983	49
1984	7	2	NV	1984	49
1986	6	1	NV	1986	49
1987	10	5	NV	1987	49
1988	6	1	NV	1988	49
1991	6	1	NV	1991	49
1992	7	2	NV	1992	49
1993	6	1	NV	1993	49
1996	6	1	NV	1996	49
1997	7	2	NV	1997	49
1998	13	8	NV	1998	49
1999	6	1	NV	1999	49
2000	7	2	NV	2000	49
2001	6	1	NV	2001	49
2002	6	1	NV	2002	49
2003	8	3	NV	2003	49
2004	10	5	NV	2004	49
2005	6	1	NV	2005	49
2006	6	1	NV	2006	49
2009	7	2	NV	2009	49
2011	6	1	NV	2011	49
2012	7	2	NV	2012	49
