x	xend	y	yend
-85.03	-84.98	32.43	32.45
-85.03	-84.98	32.43	32.45
-86.03	-85.17	31.6	31.87
-87.48	-87.42	31.03	31.05
-85.27	-85.27	31.13	31.13
-86.4	-86.4	34.9	34.9
-87.9	-87.55	33.82	33.9
-86.73	-86.58	34.25	34.4
-85.78	-85.75	33.8	33.83
-85.97	-85.97	32.95	32.95
-87.4	-87.25	32.63	32.68
-85.4	-85	32.23	32.38
-86.08	-86.08	33.03	33.03
-86	-86	31.67	31.67
-85.55	-85.55	33.77	33.77
-88.38	-88	32.4	32.53
-87.67	-87.57	32.78	32.87
-87.3	-87.22	32.6	32.63
-112	-111.95	33.4	33.57
-112.07	-112.07	32.7	32.7
-110.9	-110.9	32.1	32.1
-90.98	-90.73	35.48	35.57
-93.07	-93.07	35.95	35.95
-91.32	-91.25	35.28	35.33
-92.55	-92.4	34.28	34.33
-91.6	-91.53	35.82	35.85
-91.6	-91.52	34.5	34.55
-92.65	-92.62	33	33.02
-92.85	-92.58	35.75	35.92
-92.82	-92.58	36.17	36.38
-92.62	-92.08	34.92	35.15
-93.98	-93.93	36.45	36.48
-93.23	-93.05	36.27	36.5
-92.5	-92.3	36.2	36.5
-94.08	-93.9	34.58	34.7
-90.97	-90.97	36.18	36.18
-92.5	-91.97	36.2	36.63
-93.75	-93.37	35.45	35.63
-92.87	-92.68	36.07	36.12
-92.78	-92.67	36.12	36.3
-91.23	-90.87	35.4	35.72
-91.43	-91.35	35.65	35.7
-92.65	-92.65	33.2	33.2
-91.7	-91.7	34.78	34.82
-117.35	-117.35	33.17	33.17
-103.5	-103.4	37.2	37.28
-104.95	-104.95	39.27	39.27
-102.53	-102.53	39.03	39.03
-102.65	-102.58	38.05	38.08
-102.4	-102.4	38.12	38.12
-102.45	-102.45	38.12	38.12
-102.27	-102.27	39.35	39.35
-102.35	-102.35	39.25	39.25
-102.7	-102.7	40.63	40.63
-104.92	-104.92	40.1	40.1
-102.48	-102.48	39.3	39.3
-102.58	-102.58	39.88	39.88
-72.5	-72.5	41.9	41.9
-81.83	-81.83	27.55	27.55
-80.25	-80.25	26	26
-81.4	-81.4	30.68	30.68
-81.5	-81.27	28.2	28.25
-82.5	-82.5	27.9	27.9
-80.4	-80.4	27.62	27.62
-84.55	-84.55	30.48	30.48
-81.43	-81.37	29.78	29.82
-81.4	-81.4	28.5	28.5
-84.98	-84.93	32.45	32.52
-82	-81.95	30.83	30.83
-84	-83.93	34.12	34.18
-82.67	-82.32	31.5	31.5
-84.8	-84.73	32.05	32.08
-84.17	-83.58	31.58	31.58
-84.2	-84.15	32	32.05
-83.2	-83.17	31.67	31.67
-85.15	-85.13	33.72	33.75
-85.3	-85.03	34.9	34.93
-83.82	-83.77	32.8	32.83
-83.83	-83.77	32.2	32.23
-84.92	-84.92	32.3	32.3
-115.3	-115.3	43.3	43.3
-115	-114.9	43.2	43.23
-90.1	-90.1	40.3	40.3
-89.05	-89.05	40.9	40.9
-89.48	-89.48	38.4	38.4
-90.17	-90.17	42.07	42.07
-87.8	-87.8	40.72	40.72
-88.82	-88.77	41.62	41.65
-89.53	-89.53	39.37	39.37
-90.17	-90.17	39.78	39.78
-88.8	-88.8	39.4	39.4
-89.92	-89.85	39.72	39.77
-87.62	-87.53	40.27	40.27
-88.22	-87.52	41.35	41.32
-90.52	-90.52	38.97	38.97
-90.33	-88.13	39.13	39.23
-88.53	-88.17	39.1	38.98
-88.22	-87.32	41.35	41.15
-87.7	-87.7	40.1	40.1
-89.85	-87.92	37.9	38.38
-89.28	-89.05	40.77	41.05
-89.73	-89.68	38.25	38.32
-91.42	-89.7	39.93	41.6
-91.15	-89.95	39.7	39.57
-88.17	-88.05	40.08	40.12
-87.7	-87.58	41.9	41.98
-91.3	-89.72	39.72	41.12
-88.28	-87.73	39.8	39.92
-88.48	-88.03	38.67	38.73
-88.63	-87.65	40.45	40.53
-89.73	-89.73	41.77	41.77
-88.53	-88.45	37.8	37.82
-86.63	-86.63	39.93	39.93
-86.63	-86.63	40.32	40.32
-85.65	-85.65	38.45	38.45
-85.52	-85.52	38.57	38.57
-85.68	-85.68	41.33	41.33
-86.65	-86.65	40.75	40.75
-86.63	-86.63	39.93	39.93
-84.82	-84.42	40.18	40.23
-84.82	-84.8	40.18	40.2
-87.45	-87.45	41.37	41.37
-85.42	-84.75	41.53	41.57
-85.15	-85.15	40.35	40.35
-85.18	-85.18	40.72	40.72
-87.45	-87.45	38.42	38.42
-85.42	-84.8	41.53	41.55
-85.97	-85.97	40.47	40.47
-86.9	-86.77	38.22	38.23
-86.92	-86.92	40.3	40.3
-85.55	-84.82	40.12	40.2
-85.8	-84.62	39.58	39.75
-86.62	-86.62	40.13	40.13
-87.52	-87.32	41.32	41.15
-86.5	-86.5	40.87	40.87
-85.8	-84.8	39.58	39.75
-86.63	-86.58	40.38	40.42
-86.33	-86.33	41.35	41.35
-93	-92.47	42.78	42.88
