x	xend	y	yend
-86.83	-86.83	33.47	33.47
-85.48	-85.42	33.98	34.07
-87.17	-86.37	34.77	34.95
-87.15	-87.12	32.93	32.95
-87.43	-87.43	33.83	33.83
-86.9	-86.55	33.9	34.18
-88.02	-87.5	34.12	34.3
-88.1	-88.1	33.42	33.42
-86.97	-86.75	33.37	33.48
-88.13	-87.95	34	34.17
-88.1	-88.1	34.6	34.6
-85.48	-85.2	33.98	34.17
-85.73	-85.58	32.87	32.9
-86.52	-86.35	32.18	32.2
-86.08	-86.08	33.5	33.5
-86.8	-86.8	33.3	33.3
-85.2	-85	32.45	32.45
-86.83	-86.83	33.28	33.28
-87.78	-87.75	31.72	31.75
-86.77	-86.65	32.48	32.6
-86.05	-85.83	31.23	31.32
-93.6	-93.52	33.25	33.28
-102.5	-102.4	40.42	40.38
-102.6	-102.6	39.27	39.27
-72.57	-72.33	41.53	41.48
-80.67	-80.67	26.82	26.82
-81.75	-81.75	29.35	29.35
-80.73	-80.73	28.47	28.47
-82.75	-82.75	27.73	27.73
-82.78	-82.72	27.8	27.83
-81.63	-81.63	27.9	27.9
-80.8	-80.8	28.55	28.55
-81.3	-81.3	28.85	28.85
-82.13	-82.13	28.02	28.02
-81.65	-81.65	28.82	28.82
-82.67	-82.67	27.8	27.8
-81.58	-81.58	28.57	28.57
-80.07	-80.07	26.7	26.7
-87.33	-87.33	30.42	30.42
-86.05	-85.05	30.72	30.52
-84.92	-84.47	33.73	33.63
-82.37	-81.67	32.6	33.05
-85.42	-85.2	34.07	34.17
-83.73	-83.6	32.5	32.5
-84.3	-84.03	32.25	32.3
-85.05	-83.9	31.6	31.87
-83.58	-83.45	31.95	31.95
-83.57	-83.43	31	31
-84.33	-84.25	32.9	32.92
-88.1	-86.87	41.18	41.08
-88.1	-87.62	41.18	41.13
-87.73	-87.63	38.55	38.62
-89.25	-89.07	42.13	42.05
-87.73	-87.48	38.55	38.62
-88.27	-87.53	39.8	39.8
-90.75	-90.75	41.03	41.03
-88.27	-87.5	39.8	39.8
-88.75	-88.15	39.95	40
-89.85	-89.03	39.85	39.85
-88.3	-88.3	42.3	42.3
-86.17	-86.17	38.53	38.53
-85.23	-85.2	39.58	39.62
-86.83	-86.83	38.4	38.4
-86.68	-86.1	40.58	40.73
-85.28	-85.28	41.17	41.17
-87.47	-87.03	39.03	39.12
-87.63	-87.48	38.62	38.62
-87.57	-87.57	38.13	38.13
-85.85	-85.78	38.68	38.73
-87.27	-87.17	39.62	39.65
-84.92	-84.92	39.83	39.83
-87.05	-87.05	41.47	41.47
-85.47	-85.47	41.08	41.08
-87.53	-86.87	41.13	41.08
-86.92	-86.92	40.25	40.25
-85.02	-84.82	39.8	39.88
-85.9	-85.63	38.85	38.82
-86.6	-85.52	38.27	39.05
-85.42	-85.22	40.97	41.03
-87.53	-87.5	39.8	39.8
-85.32	-85.32	40.33	40.33
-86.93	-86.93	40.58	40.58
-85.77	-85.58	40.98	41.12
-95.23	-95.15	43.12	43.17
-95.95	-95.87	43.25	43.3
-94.5	-94.5	41.67	41.67
-91.3	-91.1	40.83	40.98
-96.2	-95.92	42.22	42.3
-93.92	-93.67	43.22	43.28
-93.6	-93.55	42.23	42.27
-94.62	-94.62	42.47	42.47
-94.83	-94.83	41.17	41.17
-95.7	-95.7	42.97	42.97
-94.63	-94.58	41.33	41.37
-96.2	-96.15	43.4	43.43
-100.33	-100.33	37.23	37.23
-98.12	-98.12	37.62	37.62
-98.82	-98.82	37.35	37.35
-101.73	-101.57	38.25	38.6
-98.23	-98.23	38.33	38.33
-98.08	-98.08	37.52	37.52
-95.33	-95.33	39.07	39.07
-100.32	-100.32	37.22	37.22
-97.33	-97.33	37.98	37.98
-100.33	-100.27	37.23	37.27
-100.3	-100.3	37.22	37.22
-97.32	-97.32	38.05	38.05
-101.05	-101.05	39.4	39.4
-94.97	-94.7	37.45	37.52
-97.12	-97.12	37.57	37.57
-98.53	-98.53	38.43	38.43
-98.78	-98.78	38.37	38.37
-97.28	-97.28	37.57	37.57
-95.95	-95.7	37.65	37.82
-100.5	-100.5	38.27	38.27
-96.32	-95.92	39.8	40
-99.37	-99.37	38.37	38.37
-95.43	-95.43	38.43	38.43
-96.27	-96.27	39.85	39.85
-96.28	-96.28	39.83	39.83
-84.6	-84.6	38.97	38.97
-88.7	-88.7	37.08	37.08
-88.7	-88.7	37.1	37.1
-86.17	-86.17	37.08	37.08
-85.3	-85.3	37.4	37.4
-86.92	-86.92	36.83	36.83
-87.67	-87.42	36.87	36.87
-93.9	-93.87	32.83	32.87
-91.9	-91.8	32.9	32.97
-90	-89.75	29.9	29.97
-91.97	-91.87	32.9	32.98
-69.4	-69.37	44.75	45
-70.83	-70.83	43.27	43.27
-69.8	-69.8	44.1	44.1
-77.38	-77.12	39.47	39.52
-72.6	-72.57	42.4	42.42
-72.2	-72.13	42.3	42.35
-85.45	-85.45	43.85	43.85
-85.4	-85.17	44.3	44.07
-94.83	-94.83	44.68	44.68
-94.62	-94.62	48.72	48.72
-93.2	-93.08	44.9	44.97
-95.73	-95.63	47.58	47.7
-93.72	-93.53	44.13	44.18
-94.77	-94.65	44.05	44.05
-88.58	-88.58	30.32	30.32
-90.45	-90.42	31.22	31.25
-88.72	-88.65	34.12	34.15
-90.58	-90.58	34.02	34.02
-89.65	-89.02	33.17	33.55
-90.57	-90.47	34.42	34.43
-89.95	-89.77	37.08	37.13
-90.35	-90.27	37.67	37.7
-100.2	-100.2	41.42	41.42
-97.33	-96.72	42.38	42.58
-99.07	-98.92	41.47	41.47
-98.92	-98.83	41.63	41.67
-97.53	-97.48	40.82	40.83
-97.02	-96.78	41.58	41.67
-95.88	-95.83	40.38	40.45
-97.13	-97.07	40.08	40.1
-71	-70.83	43.3	43.27
-71.2	-71.2	43.6	43.6
-71	-70.83	43.3	43.27
-71.95	-71.83	42.83	42.93
-71.57	-71.43	43.03	42.92
-71.5	-71.4	43	42.87
-71.8	-71.8	43.75	43.75
-104.37	-104.37	33.3	33.3
-104.75	-104.75	32.8	32.8
-106.8	-106.8	34.8	34.8
-103.35	-103.35	32.95	32.95
-103.7	-103.7	35.3	35.3
-108	-108	36.72	36.72
-103.25	-103.25	34	34
-103.1	-103.1	32.6	32.6
-76.35	-76.25	43.17	43.12
-78.75	-78.75	43.15	43.15
-79.42	-79.37	42.12	42.13
-79.1	-78.33	34.47	35.27
-76.9	-76.8	35.08	35.13
-79.1	-78.92	35.1	35.15
-77	-77.1	35.7	35.6
-79	-79	34.6	34.6
-77.2	-77.2	34.7	34.7
-101.6	-101.6	48.3	48.3
-101.67	-101.67	48.32	48.32
-99.1	-99.1	47.5	47.5
-100	-100	47.1	47.1
-98.9	-98.9	48.1	48.1
-82.65	-82.65	39.95	39.95
-83.07	-83.07	39.77	39.77
-84.2	-84.2	39.75	39.75
-82	-82	41.4	41.4
-83.17	-83.17	40.55	40.55
-82.75	-82.75	39.9	39.9
-83.42	-83.42	40.33	40.33
-81.5	-81.5	41.08	41.08
-80.87	-80.57	41.03	41.03
-81.32	-81.32	40.8	40.8
-83.85	-83.85	39.82	39.82
-81	-81	41.8	41.8
-83.12	-83.12	39.6	39.6
-82.9	-82.9	39.9	39.9
-84.6	-84.6	39.87	39.87
-96.73	-96.73	36.5	36.5
-96.67	-96.67	35.15	35.15
-96.82	-96.82	35.15	35.15
-97.72	-97.65	36.17	36.23
-97.43	-96.9	35.73	35.55
-97.63	-97.63	35.7	35.7
-97.32	-97.32	35.4	35.4
-99.2	-99.2	35.45	35.45
-98.6	-98.45	36.1	36.13
-96.42	-96.42	34.63	34.63
-99.13	-99	34.38	34.42
-97.42	-97.35	35.72	35.78
-97.08	-97.08	36.18	36.18
-96.77	-96.77	35.98	35.98
-97.57	-97.57	35.5	35.5
-96.3	-96.3	35.45	35.45
-100.6	-100.6	36.73	36.73
-96.58	-96.58	35.98	35.98
-101.1	-101.1	36.87	36.87
-98.3	-98.3	35.07	35.07
-100.62	-100.62	36.77	36.77
-76.85	-76.53	40	40.05
-79.88	-79.88	40.32	40.32
-78.73	-78.57	41.42	41.45
-79.37	-79.1	34.42	34.47
-80.22	-80.13	33.88	33.92
-79.37	-78.33	34.42	35.27
-103.43	-103.38	44.98	44.95
-101.93	-101.5	43.13	43.3
-96.7	-96.6	42.75	42.73
-98.87	-98.82	45.72	45.75
-99.52	-99.52	44.45	44.45
-100.45	-100.35	44.5	44.53
-86.63	-86.38	36.6	36.57
-84.65	-84.6	35.45	35.48
-84.9	-84.85	35.18	35.2
-85.77	-85.72	35.68	35.62
-87.73	-87.23	35.1	35.2
-87.43	-87.28	35.25	35.33
-85.72	-85.53	35	35.15
-86.93	-86.87	35.75	35.78
-89.22	-89.05	35.82	35.83
-83.12	-83.02	36	36.03
-87.22	-87.13	35.03	35.03
-97.67	-97.7	28.23	28.25
-95.77	-95.77	30.62	30.62
-102.08	-102.08	33.98	33.98
-102.13	-102.13	34.18	34.18
-100.42	-100.42	32.45	32.45
-94.42	-94.42	31.9	31.9
-97.47	-97.47	28.65	28.65
-102.12	-102.12	33.42	33.42
-97.72	-97.72	33.5	33.5
-101.73	-101.8	34.17	34.1
-102.28	-102.28	33.35	33.5
-98.77	-98.77	29.8	29.8
-103.05	-102.97	34.28	34.33
-94.92	-94.92	29.4	29.4
-100.63	-100.7	32.58	32.77
-95.67	-95.67	33.65	33.65
-100.92	-100.6	32.73	32.8
-98.97	-98.97	32.98	32.98
-102.12	-102.12	33.42	33.42
-100.92	-100.9	32.73	32.77
-96.82	-96.72	33.13	33.2
-79.02	-79.02	38.03	38.03
-89.72	-89.52	43.3	43.3
-88.48	-88.42	43.63	43.58
-89.72	-89.52	43.3	43.3
-89.72	-89.52	43.3	43.3
-89.98	-89.78	42.72	42.72
-89.88	-89.43	43.17	43.18
-88.6	-88.52	43.35	43.32
-89.33	-89.8	43.67	42.7
-104.7	-104.53	43.55	43.57
