x	xend	y	yend
-86.38	-86.18	33.25	33.32
-86.4	-86.35	32.37	32.45
-87.85	-87.6	33.23	33.23
-85.9	-85.73	33.22	33.33
-87.07	-87.02	34.73	34.77
-85.6	-85.48	31.28	31.32
-85.9	-85.8	32.43	32.53
-85.72	-85.72	31.3	31.3
-88.32	-88.32	32.38	32.38
-85.8	-85.8	32.6	32.6
-85.4	-85.33	33.52	33.5
-85.68	-85.52	33.53	33.57
-87.23	-87.18	31.3	31.33
-85.38	-85.28	33.37	33.42
-85.42	-85.35	33.43	33.47
-86.2	-86.2	33.25	33.25
-87.07	-86.97	32.43	32.43
-85.73	-85.53	33.43	33.5
-87.18	-87.18	32.92	32.92
-85.62	-85.57	32.43	32.43
-85.22	-85.22	31.17	31.17
-87.93	-87.88	31.52	31.53
-85.5	-85.43	32.72	32.83
-86.73	-86.73	33.45	33.45
-87.58	-87.58	32.7	32.7
-85.73	-85.65	31.35	31.45
-111.15	-111.15	32.05	32.05
-110.88	-110.88	32.17	32.17
-93.78	-93.87	33.9	33.93
-90.97	-90.88	36.2	36.23
-91.58	-91.58	34.07	34.07
-90.87	-90.02	35.73	35.97
-91.83	-91.83	33.95	33.95
-90.97	-90.97	35.65	35.65
-91.5	-91.45	35.63	35.7
-93.38	-93.28	33.57	33.55
-91.82	-91.82	36.37	36.37
-93.15	-93.07	33.73	33.78
-91.7	-91.7	34.08	34.08
-91.23	-90.9	35.47	35.53
-90.42	-90.35	36.12	36.22
-94.33	-94.12	35.83	36
-94.48	-94.33	35.98	36.1
-94.4	-94.17	35.63	35.73
-92.45	-91.6	35.58	35.65
-94.4	-94.28	35.65	35.57
-118	-118	33.67	33.67
-103.97	-103.88	40.35	40.38
-104.67	-104.58	40.12	40.2
-104.57	-104.47	40.18	40.23
-103.8	-103.8	40.25	40.25
-104.58	-104.47	40.12	40.17
-104.62	-104.53	39.77	39.83
-72.95	-72.83	41.67	41.72
-75.7	-75.6	38.67	38.72
-75.7	-75.6	38.67	38.72
-80.25	-80.25	25.72	25.77
-82.02	-82	29.78	29.83
-83.17	-83.05	30.05	30.03
-80.12	-80.12	26.27	26.35
-84.45	-84.35	31.7	31.72
-81.4	-81.33	32.52	32.55
-81.88	-81.63	32.37	32.52
-84.92	-84.67	34.12	34.12
-82.02	-81.97	33.22	33.22
-84.5	-84.37	34.17	34.2
-83.77	-83.63	33.92	34.05
-81.6	-81.53	30.85	30.9
-84.08	-83.98	31.32	31.38
-85.18	-85	34.22	34.22
-85.02	-84.93	33.65	33.65
-82.28	-82.25	32.2	32.23
-113.62	-113.62	44.97	44.97
-111.73	-111.7	43.82	43.98
-116.37	-116.37	43.48	43.48
-87.93	-87.93	39.55	39.55
-91.07	-91.07	40.73	40.73
-90	-90	38.67	38.67
-89.92	-89.92	38.55	38.55
-91.08	-91.08	40.82	40.82
-89	-88.88	39.72	39.77
-90.15	-90.15	38.33	38.33
-89.18	-89.18	37.02	37.02
-88.08	-88.08	38.73	38.73
-91.02	-91.02	40.62	40.62
-88.33	-88.18	41.55	41.62
-91.05	-91.05	40.72	40.72
-88.2	-88.2	41.58	41.58
-88.67	-88.67	41.5	41.5
-89.67	-89.67	37.82	37.82
-90.95	-90.95	40.93	40.93
-88.28	-88.23	39.25	39.28
-89.25	-89.25	37.78	37.78
-87.98	-87.98	41.43	41.43
-89.42	-88.93	38.82	39.02
-87.48	-87.48	40.57	40.57
-86.07	-86.07	40.7	40.7
-86.62	-86.62	41.05	41.05
-86.35	-86.35	40.77	40.77
-92	-91.6	41.47	41.53
-94.23	-94.03	40.68	40.73
-93.82	-93.77	43.2	43.47
-95.62	-95.53	43.07	43.13
-95.73	-95.58	42.65	42.77
-95.38	-95.22	42.32	42.45
-94.7	-94.58	42.83	42.93
-95.58	-95.35	42.42	42.58
-94.22	-94.08	43.2	43.32
-93.9	-91.85	40.57	41.58
-95.07	-94.75	41.17	41.45
-94.07	-93.75	43.22	43.45
-96.08	-95.97	42.48	42.57
-95.03	-94.73	40.73	40.98
-95.2	-95.15	42.65	42.7
-94.85	-94.53	42.85	43.03
-94.12	-93.87	42.83	43
-93.62	-93.62	42.03	42.03
-93.62	-93.62	41.6	41.6
-90.93	-90.93	41.85	41.85
-91.98	-91.98	42	42
-92.78	-92.78	42.67	42.67
-94.88	-94.88	43.43	43.43
-95.1	-95.1	43.47	43.47
-93.18	-92.95	42.98	42.82
-95.38	-95.38	41.27	41.27
-93.62	-93.62	41.62	41.62
-92.32	-92.27	42.48	42.5
-92.7	-92.7	42.98	42.98
-91.27	-91.27	42.08	42.08
-94.32	-94.32	41.42	41.42
-90.58	-90.58	41.88	41.88
-93.72	-93.72	41.58	41.58
-94.92	-94.8	42.32	42.65
-92.2	-91.88	41.67	41.75
-92.87	-95.85	41.13	41.22
-92.75	-92.75	43.07	43.07
-94.23	-94.23	43.07	43.07
-96.07	-96.07	42.45	42.45
-93.18	-93.07	42.98	42.93
-93.2	-93.2	43.28	43.28
-93.43	-93.43	43.27	43.27
-93.97	-93.8	42.73	42.82
-93.4	-93.4	41.88	41.88
-96.07	-95.95	41.82	41.83
-95.62	-95.62	41.52	41.52
-95.7	-95.7	42.68	42.68
-93.95	-93.93	43.38	43.48
-96.07	-96.07	42.5	42.5
-95.72	-95.43	39.82	39.98
-96.98	-96.98	37.23	37.23
-101.32	-101.05	39.62	39.88
-97.48	-97.48	37.55	37.55
-96.67	-96.67	37.32	37.32
-97.08	-97.08	37.25	37.25
-101.88	-101.88	39.43	39.43
-97.22	-97.22	37.97	37.97
-99.55	-99.55	38.92	38.92
-97.37	-97.37	37.5	37.5
-101.83	-101.72	39.25	39.37
-96.42	-96.42	37.03	37.03
-97.93	-97.93	37.67	37.67
-98.85	-98.85	38.88	38.88
-97.52	-97.52	38.85	38.85
-97.02	-97.02	37.93	37.93
-97.33	-97.33	37.73	37.73
-97.68	-97.68	37.37	37.42
-96.93	-96.93	37.4	37.4
-100.78	-100.78	39.18	39.18
-101.48	-101.55	39.8	39.87
-97.93	-97.93	37.62	37.62
-94.92	-94.82	37.38	37.48
-97.32	-97.32	37.68	37.68
-101.62	-101.62	39.35	39.55
-98.77	-98.65	38.38	38.45
-96.73	-96.73	38.77	38.77
-95.92	-95.92	37.03	37.03
-97.32	-97.28	37.55	37.7
-97.43	-97.43	37.67	37.67
-100.87	-100.87	37.7	37.7
-95.3	-95.3	37.92	37.92
-97.5	-97.5	37.5	37.5
-97.32	-97.32	37.8	37.8
-97.97	-97.97	37.33	37.33
-95.43	-95.08	39.4	39.8
-95.17	-95.17	37.93	37.93
-98.03	-98.03	37.18	37.18
-95.9	-95.9	37.02	37.02
-97.63	-97.63	37.57	37.57
-95.72	-95.57	39.23	39.35
-97.65	-97.65	38.02	38.02
-96.33	-96.15	37.42	37.62
-98.08	-98.08	37.78	37.78
-99.45	-99.45	39.65	39.65
-94.95	-94.95	37.83	37.83
-84.85	-84.85	38.2	38.2
-87.25	-87.25	37.82	37.82
-85.32	-85.32	38.58	38.58
-84.08	-84.02	37.13	37.17
-84.62	-84.47	38.98	38.93
-83.72	-83.72	37.15	37.15
-85.07	-85.02	36.98	37
-92.95	-92.95	29.8	29.8
-92.7	-92.7	32.6	32.6
-92.85	-92.85	32.8	32.8
-91.48	-91.37	32.6	32.63
-92.78	-92.58	32.42	32.53
-92.65	-92.65	32.42	32.42
-91.78	-91.78	32.68	32.68
-94.02	-92.97	32.28	32.38
-91.15	-91.03	30.65	30.87
-93.83	-93.83	32.88	32.88
-93.68	-93.68	29.77	29.77
-91.22	-91.22	30.45	30.45
-92.5	-92.42	31.38	31.45
-93.35	-93.3	29.8	29.8
-93.88	-93.88	32.08	32.08
-91.22	-91.22	29.68	29.68
-93.67	-93.67	32.42	32.42
-93.67	-93.5	32.5	32.53
-75.9	-75.7	38.57	38.67
-75.9	-75.6	38.57	38.72
-75.9	-75.6	38.6	38.72
-76.78	-76.73	38.37	38.38
-75.9	-75.7	38.6	38.67
-86.18	-85.73	46.12	46.22
-85.1	-84.83	42.32	42.4
-85.4	-85.32	43.52	43.53
-82.78	-82.48	43.2	43.12
-83.93	-83.13	43.58	43.95
-83.35	-83.25	42.38	43.38
-83.77	-83.72	43	42.98
-84.57	-84.57	42.92	42.92
-93.32	-93.23	43.65	43.68
-93.13	-93.35	43.62	43.92
-93.35	-93.33	43.67	43.88
-96.55	-96.55	46.88	46.88
-93.5	-93.42	45	44.97
-96.1	-96.1	46.07	46.07
-93.27	-93.27	44.35	44.35
-92.98	-92.9	43.63	43.65
-94.68	-94.68	43.58	43.58
-92.62	-92.62	44.28	44.28
-95.97	-95.9	45.67	45.72
-96.9	-96.9	48.87	48.87
-92.77	-92.77	44.23	44.23
-95.9	-95.72	45.77	45.88
-93.23	-93.2	45.02	45.1
-90.53	-90.42	34.33	34.37
-91.13	-91	31.88	31.93
-90.88	-90.8	32.33	32.37
-89.95	-89.92	34.63	34.7
-89.4	-88.95	33.63	34.55
-90.33	-89.67	33.85	34.08
-94.03	-93.9	40.42	40.57
-93.82	-93.77	39.97	39.98
-91.03	-90.97	37.7	37.77
-93.22	-93.22	37	37
-92.13	-92.13	38.58	38.58
-90.82	-91.02	36.92	37.02
-91.4	-91.33	36.7	36.73
-94.55	-94.4	40.2	40.23
-92.22	-92.15	38.88	38.88
-92.58	-92.4	39.75	39.78
-90.73	-90.72	37.17	37.3
-91.52	-91.27	36.77	37.08
-90.92	-90.75	38.95	39.02
-94.03	-91.85	40.42	41.58
