x	xend	y	yend
-87.03	-86.98	33.92	33.92
-87.45	-87.42	33.83	33.85
-86.05	-86.05	31.12	31.12
-85.85	-85.85	31.32	31.32
-85.88	-85.88	31.03	31.03
-86.77	-86.72	34	34
-86.95	-86.87	33.93	33.98
-87.3	-87.23	33.87	33.88
-85.6	-85.6	31.12	31.12
-87.17	-87.07	33.88	33.9
-85.65	-85.65	31.45	31.45
-85.93	-85.93	31.38	31.38
-88.18	-88.1	33.67	33.7
-86.25	-86.25	31.28	31.28
-86.83	-86.83	32.75	32.73
-85.93	-85.93	31.38	31.38
-86.07	-86.03	34.05	34.08
-86.27	-86.27	31.72	31.72
-86.27	-86.12	34	34.02
-85.68	-85.67	34.15	34.15
-86.2	-86.2	31.85	31.85
-85.77	-85.82	31.63	31.68
-85.98	-85.93	33.58	33.62
-88.12	-88.1	33.28	33.28
-85.33	-85.33	31.42	31.42
-86.4	-86.37	34.02	34.03
-87.23	-87.23	32.43	32.43
-85.47	-85.47	31.48	31.48
-86.47	-86.47	31.35	31.35
-86.23	-86.23	31.78	31.78
-85.78	-85.83	32	32.05
-87.9	-87.8	33.3	33.3
-86.18	-86.22	32.57	32.6
-87.75	-87.75	30.67	30.67
-85.2	-85.12	32.47	32.47
-86.3	-86.3	31.25	31.25
-86.42	-86.42	31.35	31.35
-85.23	-85.23	31.18	31.18
-87.9	-87.58	33.28	33.33
-85.47	-85.47	31.17	31.17
-86.48	-86.25	33.62	33.63
-87.35	-86.87	33.42	33.58
-85.98	-85.97	34.38	34.4
-85.72	-85.72	32.07	32.1
-86.17	-86.17	31.63	31.67
-85.75	-85.75	31.72	31.8
-86.5	-86.58	32.13	32.17
-87.68	-87.68	30.28	30.28
-86.75	-86.75	34.9	34.9
-86.43	-86.43	34.9	34.9
-112.55	-112.55	34.38	34.38
-111.95	-111.95	36.72	36.72
-92.57	-92.57	36.38	36.38
-93.93	-93.93	35.47	35.47
-91.18	-91.12	34.7	34.73
-92.7	-92.55	34.5	34.7
-94.42	-94.37	35.33	35.33
-92.55	-92.53	34.7	34.77
-92.97	-92.97	36.17	36.17
-93.05	-93.05	36	36
-94.42	-94.45	34.43	34.4
-90.2	-90.2	35.22	35.22
-94.02	-93.97	33.05	33.08
-91.28	-91.28	33.33	33.33
-94.4	-94.38	35.12	35.13
-94.07	-94.07	34.25	34.27
-90.72	-90.72	35.63	35.63
-93.9	-93.83	33.03	33.08
-92.8	-92.75	33.65	33.67
-90.92	-90.7	36.05	36.1
-92.07	-92.05	34.73	34.75
-92.23	-92.23	36.37	36.37
-94.15	-94.15	34.48	34.48
-94.05	-94.03	34.27	34.28
-92.1	-92.08	34.73	34.73
-92.07	-91.98	34.83	34.85
-91.52	-91.52	33.23	33.23
-89.92	-89.92	35.92	35.92
-93.97	-93.93	33.05	33.07
-91.93	-91.87	34.77	34.78
-94.08	-94.08	35.68	35.68
-92.15	-92.08	34.92	34.92
-94.45	-94.18	34.35	34.52
-90.18	-90.13	35.87	35.9
-94.45	-94.43	36.4	36.42
-93.1	-93.03	34.47	34.47
-92.48	-92.45	35.58	35.6
-94.43	-94.25	34.42	34.57
-122.7	-122.7	38.45	38.45
-122.35	-122.35	37.93	37.93
-121.38	-121.38	38.63	38.63
-123.82	-123.8	39.42	39.42
-115.33	-115.32	35.42	35.43
-117.28	-117.2	33.03	33.02
-122.02	-122.02	36.98	36.98
-118	-118	33.67	33.67
-120.25	-120.25	37.12	37.12
-122.43	-122.43	37.47	37.47
-117.12	-117.12	33.73	33.73
-121.33	-121.33	37.67	37.67
-120.77	-120.77	37.07	37.07
-119.08	-119.08	34.22	34.22
-120.35	-120.32	37.08	37.1
-118.17	-118.17	33.78	33.78
-121.7	-121.7	37.93	37.93
-117.3	-117.3	33.05	33.05
-120.48	-120.43	36.87	36.85
-120.67	-120.67	35.28	35.28
-122.03	-122.03	37.37	37.37
-122.02	-122.02	38.2	38.2
-121.75	-121.75	39.5	39.5
-122.12	-122.12	37.38	37.38
-122.03	-122.03	37.37	37.37
-104.73	-104.73	38.87	38.87
-104.35	-104.35	40.45	40.45
-104.43	-104.43	39.9	39.9
-104.23	-104.23	40.07	40.07
-103.72	-103.7	37.97	37.97
-104.75	-104.75	39.93	39.93
-104.83	-104.72	38.37	38.32
-102.25	-102.25	40.1	40.1
-104.7	-104.7	40.75	40.75
-104.07	-104.07	40.02	40.02
-104.42	-104.42	39.72	39.72
-104.02	-104.02	37.97	37.97
-103.15	-103.15	38.48	38.48
-108.6	-108.6	39.05	39.05
-104.62	-104.62	39.6	39.6
-102.75	-102.75	39.52	39.52
-104.37	-104.37	39.52	39.52
-104.38	-104.38	39.6	39.6
-104.58	-104.6	39.7	39.82
-106.05	-106.05	37.52	37.52
-102.62	-102.62	38.1	38.1
-103.9	-103.9	40.42	40.42
-102.1	-102.07	39.35	39.3
-103.6	-103.6	40.85	40.85
-104.53	-104.53	39.72	39.72
-102.75	-102.75	38.17	38.17
-104.05	-104.05	39.7	39.7
-104.93	-104.93	40.95	40.95
-103.3	-103.3	38.1	38.1
-104.77	-104.77	40.67	40.67
-104.9	-104.9	40.6	40.6
-104.25	-104.25	39.55	39.55
-103.52	-103.48	37.3	37.33
-102.95	-102.95	40.15	40.15
-102.53	-102.53	39.28	39.28
-102.38	-102.27	40.88	40.9
-104.05	-104.05	39.68	39.68
-104.3	-104.3	39.72	39.72
-72.57	-72.57	41.35	41.35
-72.32	-72.32	41.3	41.3
-73.33	-73.33	41.6	41.6
-72.45	-72.45	41.4	41.4
-75.07	-75.07	38.7	38.7
-80.53	-80.53	28.42	28.42
-82.98	-82.98	29.75	29.75
-82.3	-82.3	26.95	26.95
-82	-82.05	26.93	27.02
-83.1	-83.1	30.3	30.35
-80.77	-80.77	28.55	28.55
-81.53	-81.53	27.85	27.85
-81.48	-80.9	28.23	28.48
-80.93	-80.85	28.85	28.9
-82.42	-82.42	28.48	28.48
-82.03	-82.05	28.1	28.12
-80.37	-80.37	25.77	25.77
-81.85	-81.92	27.18	27.25
-81.08	-81.08	26.83	26.83
-81.1	-81.03	29.17	29.22
-81.47	-81.47	29.2	29.2
-80.03	-80.03	26.52	26.52
-80.35	-80.35	25.87	25.87
-80.47	-80.47	27.82	27.82
-83.43	-83.43	30.38	30.38
-82.07	-82.07	28.8	28.8
-81.35	-81.15	28.7	28.8
-81.72	-81.45	28.48	28.63
-82.28	-82.2	27.35	27.35
-81.72	-81.75	27.98	27.98
-84.92	-84.92	30.7	30.7
-82.58	-82.58	28.92	28.92
-80.55	-80.55	28.48	28.48
-80.22	-80.33	25.67	25.58
-81.58	-81.58	27.9	27.9
