x	xend	y	yend
-86.58	-86.57	34.22	34.2
-87.28	-87.28	34.33	34.33
-85.63	-85.63	31.2	31.2
-86.62	-86.62	34.73	34.73
-88.07	-88.07	30.82	30.82
-85.85	-85.85	31.05	31.05
-87.7	-87.67	33.3	33.3
-87.57	-87.43	33.13	33.25
-85.6	-85.6	31.33	31.33
-86.25	-86.25	31.27	31.27
-86.47	-86.47	34.58	34.58
-86.32	-86.3	32.55	32.55
-85.1	-85.1	31.15	31.15
-88.38	-88.35	30.82	30.82
-87.12	-87.1	34.72	34.73
-86.7	-86.7	31.88	31.88
-87	-86.97	34.77	34.8
-85.47	-85.47	31.48	31.48
-85.37	-85.37	32.65	32.65
-86.58	-86.58	34.87	34.88
-85.75	-85.75	31.23	31.23
-85.72	-85.72	31.3	31.3
-86.88	-86.88	33.22	33.22
-85.63	-85.63	31.2	31.2
-86.5	-86.47	34.65	34.65
-85.9	-85.85	34.47	34.52
-85.73	-85.7	34.77	34.75
-85.33	-85.23	31.45	31.5
-87.55	-87.5	34.7	34.7
-87.57	-87.57	30.28	30.28
-110.18	-110.18	34.9	34.9
-110.27	-110.27	31.52	31.52
-111.02	-111.02	35.15	35.15
-112.2	-112.2	35.6	35.6
-112.2	-112.2	35.77	35.75
-93.82	-93.78	33.87	33.85
-94.02	-94.02	35.13	35.17
-93.1	-93.17	33.03	33.1
-92.28	-92.18	36.25	36.28
-92.42	-92.42	35.6	35.6
-93.37	-93.37	35.38	35.38
-92.23	-92.17	34.68	34.73
-93.28	-93.27	35.17	35.18
-91.37	-91.03	35.6	35.82
-92.72	-92.7	35.43	35.45
-91.57	-91.55	35.95	35.95
-93.57	-93.28	33.68	33.88
-91.58	-91.5	35.43	35.55
-92.18	-92.18	35.6	35.6
-94.23	-94.23	35.22	35.22
-90.83	-90.35	35.98	36.2
-93.47	-93.45	35.12	35.12
-90.98	-90.98	35.43	35.43
-91.02	-90.97	35.38	35.42
-94.12	-94.12	36.48	36.48
-90.18	-89.72	35.77	35.95
-92.02	-91.88	35.07	35.22
-92.35	-92.2	34.62	34.75
-90.9	-90.87	35.93	35.97
-90.87	-90.87	35.97	35.97
-93	-92.68	34.15	34.37
-91.63	-91.58	35.4	35.45
-91.98	-91.97	34.87	34.88
-92.85	-92.73	35.38	35.47
-91.08	-91.05	35.35	35.37
-92.25	-92.25	35.73	35.75
-92.4	-92.38	34.58	34.58
-92.08	-92.07	35.02	35.07
-92.95	-92.87	35.33	35.42
-90.7	-90.7	35.9	35.9
-90.98	-90.92	35.83	35.88
-92.17	-92.1	34.87	34.87
-91.85	-91.85	35.8	35.83
-91.27	-91.08	35.25	35.35
-91.47	-91.38	35.53	35.6
-93.33	-93.02	33.9	34.15
-91.88	-91.87	35.78	35.8
-92.37	-92.35	35.62	35.63
-92.52	-92.35	34.52	34.65
-90.78	-90.78	35.32	35.32
-118	-118	33.67	33.67
-121.88	-121.88	37.33	37.33
-115.67	-115.68	32.78	32.8
-119	-119	35.37	35.37
-119.58	-119.58	36.93	36.93
-119.68	-119.68	36.93	36.93
-116.27	-116.27	33.25	33.25
-119.42	-119.4	35.67	35.67
-114.6	-114.6	34.6	34.6
-119.13	-119.08	36.32	36.32
-120.85	-120.85	37.03	37
-117.23	-117.18	34.63	34.6
-117.82	-117.82	33.68	33.68
-118.12	-118.12	34.58	34.58
-117.18	-117.03	34.6	34.63
-117.2	-117.2	34.52	34.52
-117.3	-117.3	34.42	34.42
-105.02	-105.02	38.42	38.42
-105.23	-105.23	39.98	39.98
-105.42	-105.42	38.12	38.12
-103.47	-103.47	40.95	40.95
-104.95	-104.95	40.07	40.07
-102.08	-102.08	40.85	40.85
-102.13	-102.13	40.47	40.47
-103.27	-103.22	38.08	38.22
-103.95	-103.95	40.35	40.33
-103.9	-103.9	39.02	39.02
-104.42	-104.42	39.98	39.98
-104.52	-104.52	40.82	40.82
-104.77	-104.77	39.52	39.52
-104.2	-104.2	39.72	39.72
-103.82	-103.82	38.93	38.93
-103.87	-103.87	38.9	38.9
-103.55	-103.55	40.28	40.28
-103.43	-103.4	37.75	37.85
-104.88	-104.88	39.93	39.93
-102.6	-102.6	39.45	39.45
-102.18	-102.18	40.95	40.95
-102.07	-102.07	38.5	38.5
-102.53	-102.53	38.63	38.63
-102.62	-102.62	39.3	39.3
-102.47	-102.47	40.58	40.58
-103.37	-103.37	40.55	40.55
-103.28	-103.28	38.05	38.05
-103.62	-103.62	40.1	40.1
-104.72	-104.72	40.07	40.07
-102.62	-102.62	38.75	38.75
-103.13	-102.98	38.2	38.48
-103.85	-103.85	38.2	38.2
-105.92	-105.85	37.65	37.65
-102.8	-102.8	40.78	40.78
-103.4	-103.4	38.1	38.1
-103.35	-103.3	38.07	38.23
-103.1	-103.1	41.02	41.02
-104.05	-104.12	39.12	39.07
-103	-103	40.97	40.97
-103.83	-103.83	40.28	40.28
-102.37	-102.37	39.3	39.3
-106.92	-106.85	37.68	37.72
-102.6	-102.6	39.33	39.33
-104.8	-104.77	39.53	39.55
-107.63	-107.63	37.43	37.43
-102.23	-102.23	39.95	39.95
-102.68	-102.68	39.6	39.6
-82.42	-82.42	27.48	27.48
-85.32	-85.32	29.83	29.83
-81.98	-81.98	27.85	27.85
-80.5	-80.5	26.67	26.67
-81.8	-81.8	27.78	27.78
-81.95	-81.97	27.1	27.08
-82.58	-82.33	30.22	30.38
-82.38	-82.37	28.05	28.07
-82.6	-82.6	27.33	27.33
-80.67	-80.67	26.82	26.82
-81.8	-81.8	26.13	26.13
-85.72	-85.72	30.63	30.63
-80.6	-80.6	28.08	28.17
-82.48	-82.48	28.58	28.58
-80.93	-80.93	29.02	29.02
-82.43	-82.18	28.52	28.55
-80.93	-80.93	29.02	29.02
-81.82	-81.82	27.22	27.22
-82.03	-81.95	27.9	27.93
-81.47	-81.47	29.23	29.23
-81.47	-81.47	29.23	29.23
-85.35	-85.35	30.55	30.55
-81.97	-81.97	26.6	26.6
-81.85	-81.85	26.52	26.52
-82.62	-82.62	27.45	27.45
-82.23	-82.2	28.07	28.05
-85.67	-85.67	30.17	30.17
-81.77	-81.67	30.43	30.47
-85.28	-85.28	30.53	30.53
-82.48	-82.48	27.33	27.33
