x	xend	y	yend
-87.75	-87.75	30.75	30.75
-87.87	-87.87	30.68	30.68
-85.4	-85.38	32.25	32.25
-86.25	-86.25	34.35	34.35
-85.9	-85.68	33.27	33.18
-85.4	-85.37	31.13	31.23
-87.62	-87.5	33.85	33.9
-93.38	-93.13	33.27	33.23
-94.43	-94.35	34.58	34.6
-92.68	-92.68	33.2	33.2
-92.55	-92.55	35.13	35.13
-93.08	-92.77	33.03	33.1
-93.37	-93.22	33.27	33.35
-91.65	-91.43	33.88	33.88
-93.43	-93.43	34.45	34.45
-121.3	-121.3	37.97	37.97
-121.05	-121.05	37.98	37.98
-121.88	-121.88	39.73	39.73
-102.67	-102.67	38.13	38.13
-103.8	-103.8	40.33	40.33
-104.88	-104.88	39.82	39.82
-105.05	-105.02	39.72	39.73
-80.1	-80.1	26.32	26.32
-81.13	-81.13	28.35	28.35
-82.53	-82.53	27.33	27.33
-80.43	-80.43	27.63	27.63
-81.53	-81.53	28.67	28.67
-81.37	-81.28	28.23	28.25
-82.58	-82.58	27.52	27.52
-80.2	-80.2	26.02	26.02
-81.33	-81.33	28.6	28.6
-80.72	-80.72	28.33	28.33
-82.67	-82.67	28.03	28.03
-80.23	-80.23	26.12	26.12
-81.42	-81.3	28.5	28.55
-81.55	-81.55	28.73	28.73
-80.17	-80.17	26.17	26.17
-80.22	-80.22	25.97	25.97
-81.42	-81.42	28.43	28.43
-80.55	-80.55	25.47	25.47
-81.87	-81.87	26.93	26.93
-82.22	-82.15	28.83	28.87
-81.8	-81.8	26.13	26.13
-80.1	-80.1	26.93	26.93
-82.25	-82.25	27.88	27.88
-80.95	-80.95	27.25	27.25
-80.47	-80.47	26.02	26.02
-82.72	-82.67	27.72	27.77
-82.17	-82.25	29.25	29.18
-87.15	-87.15	30.95	30.95
-85.05	-85.05	30.45	30.55
-80.95	-80.95	27.25	27.25
-82.9	-82.85	32.1	32.1
-84.53	-84.48	32.03	32.03
-111.98	-111.98	43.67	43.68
-89.95	-89.88	41.68	41.75
-89	-89	40.42	40.42
-90.18	-90.15	38.95	39.03
-90.63	-90.47	40.23	40.2
-88.33	-88.33	38.25	38.25
-90.15	-89.37	40.4	40.15
-89	-89	40.55	40.55
-88.93	-88.93	40.48	40.48
-89.57	-89.57	40.55	40.55
