x	xend	y	yend
-85.65	-85.42	34	33.97
-87.28	-87.32	33.28	33.33
-111.55	-111.55	32.88	32.88
-110.33	-110.33	31.63	31.63
-110.9	-110.9	32.73	32.73
-90.38	-90.08	36.43	36.43
-91.03	-91.03	35.57	35.57
-93.57	-93.57	36.45	36.45
-94.23	-94.23	36.38	36.38
-94.45	-94.18	34.43	34.62
-91.47	-91.38	35.6	35.67
-92.67	-92.6	35.12	35.13
-94.53	-94.53	36.12	36.12
-92.68	-92.42	35.88	35.95
-119.23	-119.23	35.68	35.68
-119.32	-119.32	36.07	36.07
-121.83	-121.83	39.73	39.73
-118	-118	33.67	33.67
-117.75	-117.75	33.67	33.67
-117.82	-117.82	33.68	33.68
-121.72	-121.72	39.42	39.42
-115.57	-115.57	32.85	32.85
-119.77	-119.77	36.78	36.78
-103.3	-103.07	39.68	39.6
-103.58	-103.58	39.98	39.98
-103.67	-103.67	39.8	39.8
-104.22	-104.22	40.85	40.85
-102.6	-102.6	39.85	39.85
-103.28	-103.28	40.1	40.1
-103.35	-103.35	39.85	39.85
-103.62	-103.62	39.75	39.75
-102.95	-102.95	39.75	39.75
-103.58	-103.58	39.73	39.73
-103.3	-103.3	39.68	39.68
-103.68	-103.68	39.8	39.8
-103.58	-103.58	39.98	39.98
-102.57	-102.57	39.07	39.07
-102.42	-102.42	39.93	39.93
-103.52	-103.52	39.73	39.73
-103.4	-103.25	39.65	39.62
-105.02	-105.02	40.37	40.37
-104.9	-104.9	39.72	39.72
-103.72	-103.72	38.07	38.07
-103.07	-103.07	39.63	39.63
-102.28	-102.28	37.38	37.38
-103.7	-103.7	38.77	38.77
-102.83	-102.83	37.58	37.58
-103.05	-103.05	40.05	40.05
-102.35	-102.35	38.98	38.98
-103.3	-103.3	39.68	39.68
-103.48	-103.48	39.73	39.73
-103.97	-103.97	40.63	40.63
-102.35	-102.35	39.02	39.02
-103.3	-103.3	39.68	39.68
-102.72	-102.72	38.25	38.25
-102.48	-102.35	39.23	39.37
-103.58	-103.58	39.73	39.73
-102.77	-102.77	38.42	38.42
-102.58	-102.58	39.27	39.27
-103.8	-103.8	40.42	40.42
-103.27	-103.27	39.28	39.28
-104.75	-104.75	38.15	38.15
-102.67	-102.32	39.08	38.95
-103.97	-103.97	40.63	40.63
-102.72	-102.72	38.2	38.2
-103.15	-103.15	38.53	38.53
-103.07	-103.07	39.05	39.05
-102.83	-102.83	39.48	39.48
-104.85	-104.85	39.77	39.77
-103.27	-103.27	39.32	39.32
-103.97	-103.97	40.63	40.63
-102.68	-102.68	39.37	39.37
-102.62	-102.62	39.32	39.32
-103.6	-103.6	39.98	39.98
-103.58	-103.58	39.98	39.98
-102.6	-102.6	39.3	39.3
-103.32	-103.32	39.8	39.8
-104.3	-104.3	39.72	39.72
-102.27	-102.27	39.05	39.05
-102.88	-102.88	37.18	37.18
-103.58	-103.58	39.65	39.65
-103.38	-103.38	39.27	39.27
-102.53	-102.53	38.9	38.9
-104.85	-104.85	40.77	40.77
-104.22	-104.22	40.85	40.85
-104.85	-104.85	40.77	40.77
-102.6	-102.48	39.28	39.2
-102.35	-102.17	39.05	39.02
-104.85	-104.85	40.77	40.77
-102.38	-102.38	40.52	40.52
-104.85	-104.85	40.77	40.77
-105	-105	40.9	40.9
-72.12	-72.12	41.8	41.8
-75.72	-75.52	38.92	38.98
-75.6	-75.6	38.73	38.72
-75.73	-75.62	39.55	39.57
-75.75	-75.58	39.53	39.57
